"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"676",NA,"Trenton Hassell","SG",87,78,68,78,82,89,55,NA,NA,NA
"677",NA,"Manute Bol","C",87,67,73,32,45,81,92,NA,NA,NA
"678",NA,"Quinn Cook","PG",87,94,55,87,81,66,42,NA,NA,NA
"679",NA,"Marcus Morris","SF",86,88,75,60,78,72,55,NA,NA,NA
"680",NA,"Dejounte Murray","PG",86,86,71,94,83,70,88,NA,NA,NA
"681",NA,"D'Angelo Russell","PG",86,90,67,94,77,60,81,NA,NA,NA
"682",NA,"Domantas Sabonis","C",86,81,84,54,77,72,82,NA,NA,NA
"683",NA,"Greg Anthony","PG",86,86,54,91,75,64,35,NA,NA,NA
"684",NA,"Marquese Chriss","PF",86,79,85,44,74,71,83,NA,NA,NA
"685",NA,"Glenn Robinson III","SF",86,87,79,79,76,64,53,NA,NA,NA
"686",NA,"Thon Maker","C",86,80,75,50,75,74,86,NA,NA,NA
"687",NA,"Julius Erving","SF",86,80,75,70,85,79,57,NA,NA,NA
"688",NA,"Enes Kanter","C",86,71,83,47,69,53,97,NA,NA,NA
"689",NA,"John Wall","PG",86,85,65,91,88,79,48,NA,NA,NA
"690",NA,"Karl-Anthony Towns","C",86,82,85,62,80,74,89,NA,NA,NA
"691",NA,"Draymond Green","PF",86,65,70,85,85,93,91,NA,NA,NA
"692",NA,"Gary Harris","SG",86,90,67,79,78,77,42,NA,NA,NA
"693",NA,"Jimmy Butler","SG",86,80,75,75,87,83,61,NA,NA,NA
"694",NA,"Nikola Vucevic","C",86,85,77,51,64,62,93,NA,NA,NA
"695",NA,"Earl Monroe","PG",86,83,60,83,84,73,36,NA,NA,NA
"696",NA,"Alex English","SF",86,81,86,79,87,73,65,NA,NA,NA
"697",NA,"Andre Drummond","C",86,41,82,70,79,81,97,NA,NA,NA
"698",NA,"Louis Williams","SG",86,92,61,84,74,59,38,NA,NA,NA
"699",NA,"Brook Lopez","C",86,81,84,57,64,69,93,NA,NA,NA
"700",NA,"Steve Nash","PG",86,87,54,91,78,62,40,NA,NA,NA
"701",NA,"Raymond Felton","PG",86,89,62,92,86,70,45,NA,NA,NA
"702",NA,"Tyreke Evans","SF",86,85,66,89,83,69,56,NA,NA,NA
"703",NA,"Kevin Martin","SG",86,89,64,70,72,59,39,NA,NA,NA
"704",NA,"Jason Maxiell","PF",86,61,85,48,83,84,93,NA,NA,NA
"705",NA,"Jonas Valanciunas","C",86,75,82,46,65,73,96,NA,NA,NA
"706",NA,"Leandro Barbosa","SG",86,91,55,90,80,66,42,NA,NA,NA
"707",NA,"Jamal Murray","SG",86,95,59,79,77,58,44,NA,NA,NA
"708",NA,"Andrew Wiggins","SF",86,88,75,64,82,68,47,NA,NA,NA
"709",NA,"Evan Fournier","SG",86,92,63,74,71,65,39,NA,NA,NA
"710",NA,"Steven Adams","C",86,46,82,44,73,89,92,NA,NA,NA
"711",NA,"Zach Lavine","SG",86,88,76,76,78,68,46,NA,NA,NA
"712",NA,"B.J. Armstrong","PG",86,88,52,88,77,57,40,NA,NA,NA
"713",NA,"Toni Kukoc","SF",86,88,71,86,69,65,54,NA,NA,NA
"714",NA,"Paul George","SF",86,85,66,68,82,73,56,NA,NA,NA
"715",NA,"Kyrie Irving","PG",86,90,57,80,81,58,36,NA,NA,NA
"716",NA,"Karl-Anthony Towns","C",86,77,81,52,79,70,89,NA,NA,NA
"717",NA,"Jerry Lucas","PF",86,76,75,70,73,76,92,NA,NA,NA
"718",NA,"Russell Westbrook","PG",86,77,68,84,89,69,74,NA,NA,NA
"719",NA,"Lebron James","SF",86,72,74,82,85,77,62,NA,NA,NA
"720",NA,"Nick Van Exel","PG",86,91,54,85,83,56,38,NA,NA,NA
"721",NA,"Kyle Lowry","PG",86,86,58,87,87,78,53,NA,NA,NA
"722",NA,"Luis Scola","PF",86,73,69,44,72,70,86,NA,NA,NA
"723",NA,"Kenny Smith","PG",86,86,58,88,83,60,32,NA,NA,NA
"724",NA,"Deron Williams","PG",86,85,63,89,83,71,39,NA,NA,NA
"725",NA,"Darryl Dawkins","C",86,58,85,36,69,73,90,NA,NA,NA
"726",NA,"Steve Francis","PG",86,79,68,88,80,74,55,NA,NA,NA
"727",NA,"Grant Hill","SF",86,78,73,76,82,71,62,NA,NA,NA
"728",NA,"Nick Anderson","SG",86,85,67,75,77,71,49,NA,NA,NA
"729",NA,"Mark Jackson","PG",86,84,58,95,77,68,41,NA,NA,NA
"730",NA,"John Starks","SG",86,85,63,74,80,75,36,NA,NA,NA
"731",NA,"Bill Bradley","SF",86,84,68,77,75,70,35,NA,NA,NA
"732",NA,"Doc Rivers","PG",86,80,63,92,79,73,41,NA,NA,NA
"733",NA,"Mo Williams","PG",86,94,53,90,78,63,37,NA,NA,NA
"734",NA,"Scottie Pippen","SF",86,76,72,78,81,84,56,NA,NA,NA
"735",NA,"Corey Maggette","SF",86,88,76,73,85,74,53,NA,NA,NA
"736",NA,"World B. Free","PG",86,86,69,83,86,69,41,NA,NA,NA
"737",NA,"Bill Walton","C",86,57,81,65,65,76,89,NA,NA,NA
"738",NA,"Tony Allen","SG",86,71,68,66,79,86,48,NA,NA,NA
"739",NA,"Kenny Anderson","PG",86,86,64,94,76,66,46,NA,NA,NA
"740",NA,"Michael Cooper","SG",86,73,69,69,79,88,44,NA,NA,NA
"741",NA,"Shawn Kemp","PF",86,68,83,55,80,68,81,NA,NA,NA
"742",NA,"Danny Manning","PF",86,65,81,63,82,76,77,NA,NA,NA
"743",NA,"Goran Dragic","PG",86,86,60,86,78,65,44,NA,NA,NA
"744",NA,"Zach Randolph","PF",86,73,85,48,71,70,87,NA,NA,NA
"745",NA,"Wally Szczerbiak","SF",86,89,59,69,74,64,45,NA,NA,NA
"746",NA,"Michael Ray Richardson","PG",86,74,66,88,88,87,58,NA,NA,NA
"747",NA,"Michael Finley","SF",86,89,74,69,84,70,51,NA,NA,NA
"748",NA,"Dell Curry","SG",86,94,54,68,75,63,48,NA,NA,NA
"749",NA,"Chris Paul","PG",86,84,59,88,82,77,43,NA,NA,NA
"750",NA,"Walt Frazier","PG",86,82,63,89,88,80,55,NA,NA,NA
"751",NA,"Dirk Nowitzki","PF",86,87,75,61,70,62,72,NA,NA,NA
"752",NA,"Paul George","SF",86,90,73,76,79,73,55,NA,NA,NA
"753",NA,"Boris Diaw","PF",86,83,80,87,80,79,82,NA,NA,NA
"754",NA,"Joel Embiid","C",86,77,83,65,74,76,81,NA,NA,NA
"755",NA,"Kiki Vandeweghe","SF",86,87,72,74,80,68,49,NA,NA,NA
"756",NA,"Khris Middleton","SG",86,90,68,77,74,79,65,NA,NA,NA
"757",NA,"Otto Porter","SF",86,84,69,63,76,80,70,NA,NA,NA
"758",NA,"Kemba Walker","PG",86,90,59,88,82,65,45,NA,NA,NA
"759",NA,"Elgin Baylor","SF",86,82,80,78,87,78,85,NA,NA,NA
"760",NA,"Corey Brewer","SF",85,83,70,60,82,77,42,NA,NA,NA
"761",NA,"Deandre Jordan","C",85,38,77,38,78,80,96,NA,NA,NA
"762",NA,"Jamal Crawford","SG",85,89,60,82,76,66,33,NA,NA,NA
"763",NA,"Kareem Abdul-Jabbar","C",85,58,84,62,73,74,83,NA,NA,NA
"764",NA,"Manu Ginobili","SG",85,83,64,85,78,73,58,NA,NA,NA
"765",NA,"Al Harrington","PF",85,84,80,73,80,74,75,NA,NA,NA
"766",NA,"Tobias Harris","SF",85,81,73,68,74,68,84,NA,NA,NA
"767",NA,"Bradley Beal","SG",85,92,66,72,79,64,42,NA,NA,NA
"768",NA,"Damian Lillard","PG",85,88,64,86,86,62,52,NA,NA,NA
"769",NA,"Kristaps Porzingis","PF",85,86,82,47,71,76,75,NA,NA,NA
"770",NA,"Nikola Jokic","C",85,79,79,76,75,64,89,NA,NA,NA
"771",NA,"Demar Derozan","SG",85,82,80,77,83,66,53,NA,NA,NA
"772",NA,"Kevin Love","PF",85,79,79,59,73,65,91,NA,NA,NA
"773",NA,"C.J. McCollum","SG",85,91,58,75,80,65,38,NA,NA,NA
"774",NA,"Blake Griffin","PF",85,76,88,74,84,67,73,NA,NA,NA
"775",NA,"Dennis Rodman","PF",85,46,66,49,80,80,99,NA,NA,NA
"776",NA,"Andrew Bogut","C",85,43,72,52,68,81,89,NA,NA,NA
"777",NA,"Giannis Antetokounmpo","SF",85,75,71,79,83,80,68,NA,NA,NA
"778",NA,"Ricky Rubio","PG",85,87,51,96,73,70,49,NA,NA,NA
"779",NA,"Christian Laettner","PF",85,74,76,56,68,72,83,NA,NA,NA
"780",NA,"Ricky Pierce","SF",85,89,64,77,79,66,47,NA,NA,NA
"781",NA,"Gail Goodrich","SF",85,83,55,78,79,69,37,NA,NA,NA
"782",NA,"Tracy McGrady","SG",85,81,79,69,83,67,61,NA,NA,NA
"783",NA,"Dominique Wilkins","SF",85,76,77,60,83,72,70,NA,NA,NA
"784",NA,"David Thompson","SG",85,76,83,74,84,80,72,NA,NA,NA
"785",NA,"Andre Iguodala","SG",85,65,74,75,83,83,45,NA,NA,NA
"786",NA,"Dwight Howard","C",85,42,83,39,78,77,90,NA,NA,NA
"787",NA,"Cedric Ceballos","SF",85,82,83,53,84,69,64,NA,NA,NA
"788",NA,"Paul Pierce","SF",85,80,76,64,81,67,51,NA,NA,NA
"789",NA,"Hakeem Olajuwon","C",85,62,79,54,75,78,86,NA,NA,NA
"790",NA,"Marc Gasol","C",85,77,82,64,65,84,70,NA,NA,NA
"791",NA,"Hassan Whiteside","C",85,63,75,44,73,77,93,NA,NA,NA
"792",NA,"Jason Kidd","PG",85,76,57,87,84,76,53,NA,NA,NA
"793",NA,"Robert Parish","C",85,52,75,46,56,78,85,NA,NA,NA
"794",NA,"Sarunas Marciulionis","SG",85,85,66,61,85,71,53,NA,NA,NA
"795",NA,"Jamaal Wilkes","SF",85,70,79,69,81,74,75,NA,NA,NA
"796",NA,"Chris Webber","PF",85,68,80,63,77,76,80,NA,NA,NA
"797",NA,"Shane Battier","SF",85,80,63,69,79,83,56,NA,NA,NA
"798",NA,"Mike Miller","SG",85,87,59,71,75,68,55,NA,NA,NA
"799",NA,"J.R. Smith","SG",85,83,70,73,82,67,42,NA,NA,NA
"800",NA,"Ander Miller","PG",85,76,64,96,78,63,43,NA,NA,NA
"801",NA,"Anderson Varejao","C",85,58,68,47,76,78,89,NA,NA,NA
"802",NA,"Dennis Johnson","PG",85,70,60,81,83,80,38,NA,NA,NA
"803",NA,"Tyrone Hill","PF",85,58,72,35,74,75,84,NA,NA,NA
"804",NA,"Jason Williams","PG",85,80,52,95,74,63,41,NA,NA,NA
"805",NA,"Shareef Adbur-Rahim","PF",85,76,81,65,74,72,82,NA,NA,NA
"806",NA,"P.J. Brown","C",85,56,72,43,68,83,90,NA,NA,NA
"807",NA,"Kendall Gill","SG",85,80,73,73,81,75,53,NA,NA,NA
"808",NA,"Eddie Jones","SG",85,80,67,70,81,81,42,NA,NA,NA
"809",NA,"Jamal Mashburn","SF",85,81,76,74,79,71,64,NA,NA,NA
"810",NA,"Isaiah Thomas","PG",85,86,55,88,82,54,31,NA,NA,NA
"811",NA,"Latrell Sprewell","SF",85,83,72,80,78,67,41,NA,NA,NA
"812",NA,"Jerry Lucas","PF",85,75,68,70,66,76,92,NA,NA,NA
"813",NA,"Karl Malone","PF",85,68,82,66,75,79,81,NA,NA,NA
"814",NA,"Vince Carter","SF",85,83,76,74,84,74,69,NA,NA,NA
"815",NA,"Derek Harper","PG",85,83,59,85,81,78,34,NA,NA,NA
"816",NA,"Monta Ellis","SG",85,83,64,79,80,62,41,NA,NA,NA
"817",NA,"Sam Perkins","PF",85,81,71,42,65,72,81,NA,NA,NA
"818",NA,"Joe Johnson","SF",85,87,70,74,76,65,47,NA,NA,NA
"819",NA,"Ty Lawson","PG",85,84,56,88,80,62,39,NA,NA,NA
"820",NA,"Keith Van Horn","SF",85,87,72,66,65,60,76,NA,NA,NA
"821",NA,"Aaron Brooks","PG",85,87,51,81,82,57,37,NA,NA,NA
"822",NA,"Jermaine O'Neal","PF",85,78,80,56,74,71,82,NA,NA,NA
"823",NA,"Brandon Knight","PG",85,88,55,79,81,59,39,NA,NA,NA
"824",NA,"Vinnie Johnson","SG",85,81,61,79,82,68,48,NA,NA,NA
"825",NA,"Nene","PF",85,52,75,51,73,64,89,NA,NA,NA
"826",NA,"Mike Dunleavy","SF",85,87,61,67,69,65,47,NA,NA,NA
"827",NA,"Greg Monroe","C",85,56,75,56,69,68,87,NA,NA,NA
"828",NA,"Herb Williams","C",85,63,84,43,56,74,92,NA,NA,NA
"829",NA,"Anthony Davis","PF",85,67,79,51,78,76,77,NA,NA,NA
"830",NA,"James Harden","SG",85,81,70,84,83,58,58,NA,NA,NA
"831",NA,"Kawhi Leonard","SF",85,81,71,68,81,80,55,NA,NA,NA
"832",NA,"Kevin Durant","SF",85,81,70,68,71,69,56,NA,NA,NA
"833",NA,"Clark Kellogg","PF",85,77,83,69,75,78,89,NA,NA,NA
"834",NA,"Dee Brown","PG",85,86,74,76,79,64,42,NA,NA,NA
"835",NA,"Demar Derozan","SG",85,76,75,76,82,64,46,NA,NA,NA
"836",NA,"Horace Grant","PF",85,59,73,45,66,76,88,NA,NA,NA
"837",NA,"Jack Sikma","C",85,74,79,60,71,75,86,NA,NA,NA
"838",NA,"Richard Hamilton","SF",85,80,74,69,84,71,47,NA,NA,NA
"839",NA,"Jon McGlocklin","SG",85,88,60,71,75,64,51,NA,NA,NA
"840",NA,"Ersan Ilyasova","PF",85,79,78,52,62,68,89,NA,NA,NA
"841",NA,"Clint Capela","C",85,45,81,38,69,81,98,NA,NA,NA
"842",NA,"Terrell Brandon","PG",85,81,56,86,88,71,52,NA,NA,NA
"843",NA,"Nate Thurmond","C",85,58,78,43,68,79,96,NA,NA,NA
"844",NA,"Jay Williams","PG",85,86,63,82,87,65,43,NA,NA,NA
"845",NA,"Taurean Prince","SF",85,85,70,68,78,78,71,NA,NA,NA
"846",NA,"Kris Humphries","PF",85,71,67,41,70,65,93,NA,NA,NA
"847",NA,"Brandon Ingram","SF",85,86,77,78,76,72,70,NA,NA,NA
"848",NA,"Gerald Wallace","SF",85,75,72,67,82,85,78,NA,NA,NA
"849",NA,"Shawn Bradley","C",85,54,74,31,52,78,92,NA,NA,NA
"850",NA,"Carmelo Anthony","SF",85,86,74,73,88,69,56,NA,NA,NA
"851",NA,"Donovan Mitchell","SG",85,84,68,79,86,78,50,NA,NA,NA
"852",NA,"Jrue Holiday","PG",85,85,63,86,79,72,42,NA,NA,NA
"853",NA,"Aaron Gordon","PF",85,81,86,68,80,76,91,NA,NA,NA
"854",NA,"Lamarcus Aldridge","PF",85,73,77,51,68,70,73,NA,NA,NA
"855",NA,"Ben Simmons","SF",85,61,81,87,84,73,89,NA,NA,NA
"856",NA,"Larry Sanders","C",85,52,75,40,82,94,92,NA,NA,NA
"857",NA,"Zach Lavine","SG",85,85,72,76,78,67,46,NA,NA,NA
"858",NA,"Mario Elie","SG",85,88,67,78,75,70,49,NA,NA,NA
"859",NA,"Michael Beasley","SF",85,81,85,57,78,64,74,NA,NA,NA
"860",NA,"Kyle Kuzma","PF",85,89,84,82,79,76,81,NA,NA,NA
"861",NA,"Dennis Schroder","PG",85,87,57,93,81,63,36,NA,NA,NA
"862",NA,"Austin Rivers","SG",85,87,62,78,77,68,36,NA,NA,NA
"863",NA,"Rajon Rondo","PG",85,65,52,97,81,73,61,NA,NA,NA
"864",NA,"Lauri Markkanen","PF",85,87,75,55,63,56,87,NA,NA,NA
"865",NA,"Isaiah Thomas","PG",85,89,54,83,82,48,31,NA,NA,NA
"866",NA,"Chandler Parsons","SF",85,88,70,80,77,75,52,NA,NA,NA
"867",NA,"Al Jefferson","C",85,60,79,53,68,70,85,NA,NA,NA
"868",NA,"Malik Monk","SG",85,90,70,85,77,64,39,NA,NA,NA
"869",NA,"Andre Ingram","SG",85,90,60,81,76,77,50,NA,NA,NA
"870",NA,"Damyean Dotson","SG",85,88,65,76,83,76,79,NA,NA,NA
"871",NA,"Johnathan Motley","PF",85,83,75,57,76,81,87,NA,NA,NA
"872",NA,"E'Twaun Moore","SG",85,92,61,84,77,57,38,NA,NA,NA
"873",NA,"Dillon Brooks","SF",85,86,72,72,80,75,60,NA,NA,NA
"874",NA,"Dante Exum","PG",85,87,64,83,85,76,41,NA,NA,NA
"875",NA,"Joe Harris","SG",85,91,60,73,78,71,65,NA,NA,NA
"876",NA,"Quinn Cook","PG",85,90,55,87,81,66,42,NA,NA,NA
"877",NA,"Denzel Valentine","SF",85,88,62,81,77,67,66,NA,NA,NA
"878",NA,"Dikembe Mutombo","C",84,37,67,38,71,82,83,NA,NA,NA
"879",NA,"Jerry Stackhouse","SG",84,82,76,67,76,61,46,NA,NA,NA
"880",NA,"Steve Mix","SF",84,73,76,59,72,75,79,NA,NA,NA
"881",NA,"Stacey King","C",84,57,76,43,68,78,88,NA,NA,NA
"882",NA,"Charles Oakley","PF",84,72,60,48,69,87,88,NA,NA,NA
"883",NA,"Ricky Pierce","SF",84,83,62,70,79,66,47,NA,NA,NA
"884",NA,"Damian Lillard","PG",84,81,59,83,85,58,41,NA,NA,NA
"885",NA,"Manute Bol","C",84,56,73,32,45,81,83,NA,NA,NA
"886",NA,"Marcus Camby","C",84,57,71,40,74,80,90,NA,NA,NA
"887",NA,"Stephen Curry","PG",84,86,54,81,80,64,43,NA,NA,NA
"888",NA,"Demarcus Cousins","C",84,71,82,64,75,66,79,NA,NA,NA
"889",NA,"Tyson Chandler","C",84,42,72,43,68,79,90,NA,NA,NA
"890",NA,"Antonio Davis","C",84,59,80,45,67,75,83,NA,NA,NA
"891",NA,"Kenyon Martin","PF",84,64,80,52,81,76,68,NA,NA,NA
"892",NA,"Laphonso Ellis","PF",84,77,82,51,73,72,78,NA,NA,NA
"893",NA,"Robert Horry","SF",84,76,73,60,71,72,80,NA,NA,NA
"894",NA,"Rick Fox","SF",84,72,65,71,82,81,48,NA,NA,NA
"895",NA,"Rajon Rondo","PG",84,67,55,91,81,73,61,NA,NA,NA
"896",NA,"Tyreke Evans","SF",84,76,66,81,79,68,55,NA,NA,NA
"897",NA,"Rudy Gay","SF",84,81,73,57,74,63,59,NA,NA,NA
"898",NA,"Jeff Hornacek","SG",84,87,56,76,70,70,45,NA,NA,NA
"899",NA,"Enes Kanter","C",84,70,77,46,65,52,94,NA,NA,NA
"900",NA,"Derrick Coleman","PF",84,75,76,54,65,72,75,NA,NA,NA
"901",NA,"Baron Davis","PG",84,76,61,90,87,70,60,NA,NA,NA
"902",NA,"Jeff Teague","PG",84,78,60,85,81,68,40,NA,NA,NA
"903",NA,"Brent Barry","SF",84,84,70,66,78,65,50,NA,NA,NA
"904",NA,"Peja Stojakovic","SG",84,86,65,69,73,68,57,NA,NA,NA
"905",NA,"Quentin Richardson","SG",84,85,64,70,80,64,44,NA,NA,NA
"906",NA,"Cuttino Mobley","SG",84,83,63,70,80,74,44,NA,NA,NA
"907",NA,"Bob Dandridge","SF",84,76,69,73,79,75,72,NA,NA,NA
"908",NA,"Rod Strickland","PG",84,77,60,85,80,69,36,NA,NA,NA
"909",NA,"Gheorghe Muresan","C",84,55,75,37,56,72,88,NA,NA,NA
"910",NA,"Robert Pack","PG",84,77,64,88,81,60,38,NA,NA,NA
"911",NA,"Tony Parker","PG",84,80,58,85,80,66,39,NA,NA,NA
"912",NA,"Avery Johnson","PG",84,71,50,92,84,73,32,NA,NA,NA
"913",NA,"Hersey Hawkins","SG",84,85,61,68,77,69,45,NA,NA,NA
"914",NA,"Serge Ibaka","PF",84,67,76,38,80,77,66,NA,NA,NA
"915",NA,"Wesley Matthews","SG",84,84,67,67,79,72,38,NA,NA,NA
"916",NA,"Nicolas Batum","SF",84,80,67,77,78,74,59,NA,NA,NA
"917",NA,"Vernon Maxwell","SG",84,79,57,90,79,71,38,NA,NA,NA
"918",NA,"Jose Calderon","PG",84,85,53,86,74,64,38,NA,NA,NA
"919",NA,"Rodney Rogers","PF",84,80,78,61,74,74,83,NA,NA,NA
"920",NA,"Amar'e Stoudemire","PF",84,63,86,50,80,66,72,NA,NA,NA
"921",NA,"Antoine Walker","PF",84,77,74,74,81,74,84,NA,NA,NA
"922",NA,"Scot Pollard","C",84,55,66,45,77,73,95,NA,NA,NA
"923",NA,"Anthony Morrow","SF",84,89,59,84,75,51,37,NA,NA,NA
"924",NA,"Buddy Hield","SG",83,88,56,65,73,62,63,NA,NA,NA
"925",NA,"Tim Hardaway Jr.","SG",83,89,65,82,72,58,63,NA,NA,NA
"926",NA,"K.C. Jones","PG",83,54,52,92,94,87,41,NA,NA,NA
"927",NA,"Jared Jeffries","SF",83,71,68,58,80,82,73,NA,NA,NA
"928",NA,"Louis Williams","SG",83,89,59,84,71,59,38,NA,NA,NA
"929",NA,"Devin Booker","SG",83,88,58,80,72,59,66,NA,NA,NA
"930",NA,"Harrison Barnes","SF",83,84,73,66,80,67,75,NA,NA,NA
"931",NA,"Aaron Gordon","PF",83,76,77,50,77,66,84,NA,NA,NA
"932",NA,"Victor Oladipo","SG",83,85,71,73,86,72,45,NA,NA,NA
"933",NA,"Kristaps Porzingis","PF",83,84,81,47,71,71,69,NA,NA,NA
"934",NA,"Bonzi Wells","SF",83,71,67,63,81,78,78,NA,NA,NA
"935",NA,"Mo Williams","PG",83,88,51,87,77,63,37,NA,NA,NA
"936",NA,"Buck Williams","PF",83,57,75,36,71,71,84,NA,NA,NA
"937",NA,"Derrick Williams","SF",83,75,82,51,78,62,86,NA,NA,NA
"938",NA,"Michael Beasley","PF",83,81,77,57,72,64,74,NA,NA,NA
"939",NA,"Corey Brewer","SF",83,79,67,60,79,74,42,NA,NA,NA
"940",NA,"Steve Smith","SG",83,84,70,67,75,73,51,NA,NA,NA
"941",NA,"Leandro Barbosa","SG",83,87,53,79,77,47,42,NA,NA,NA
"942",NA,"James Harden","SG",83,82,70,80,86,67,58,NA,NA,NA
"943",NA,"Michael Jordan","SG",83,64,72,73,88,78,49,NA,NA,NA
"944",NA,"Terrence Ross","SF",83,84,74,56,79,60,40,NA,NA,NA
"945",NA,"Nikola Vucevic","C",83,81,76,51,64,62,86,NA,NA,NA
"946",NA,"Nick Young","SF",83,82,66,60,77,59,39,NA,NA,NA
"947",NA,"Brandon Jennings","PG",83,82,57,81,79,66,45,NA,NA,NA
"948",NA,"Stephen Jackson","SF",83,79,68,76,74,68,59,NA,NA,NA
"949",NA,"Jarrett Jack","PG",83,88,55,84,74,58,42,NA,NA,NA
"950",NA,"David Lee","PF",83,59,74,57,70,70,83,NA,NA,NA
"951",NA,"Shaun Livingston","PG",83,71,70,84,80,68,43,NA,NA,NA
"952",NA,"Tom Sanders","PF",83,58,65,44,80,84,85,NA,NA,NA
"953",NA,"Mike Bibby","PG",83,84,58,86,76,64,44,NA,NA,NA
"954",NA,"Marcus Thornton","PG",83,89,63,60,83,64,47,NA,NA,NA
"955",NA,"Darius Miles","SF",83,75,74,59,84,64,70,NA,NA,NA
"956",NA,"Jason Terry","PG",83,87,59,81,76,60,35,NA,NA,NA
"957",NA,"Kevin Willis","PF",83,60,80,31,62,64,86,NA,NA,NA
"958",NA,"Paul Millsap","PF",83,64,79,65,73,76,75,NA,NA,NA
"959",NA,"Vlade Divac","C",83,64,79,56,63,73,85,NA,NA,NA
"960",NA,"Danny Ainge","SG",83,84,55,80,73,67,38,NA,NA,NA
"961",NA,"Kenny Smith","PG",83,83,58,81,83,60,32,NA,NA,NA
"962",NA,"Ron Artest","SF",83,73,68,64,81,82,52,NA,NA,NA
"963",NA,"Mike Miller","SG",83,87,57,71,75,65,55,NA,NA,NA
"964",NA,"Wilson Chandler","SF",83,82,71,58,75,68,83,NA,NA,NA
"965",NA,"Chandler Parons","SF",83,81,67,77,76,68,52,NA,NA,NA
"966",NA,"Deron Williams","PG",83,83,63,87,82,71,39,NA,NA,NA
"967",NA,"Detlef Schrempf","SF",83,81,73,71,69,66,56,NA,NA,NA
"968",NA,"George Hill","PG",83,86,59,84,80,70,46,NA,NA,NA
"969",NA,"Mark Jackson","PG",83,78,58,94,77,68,41,NA,NA,NA
"970",NA,"David West","PF",83,67,73,51,64,71,84,NA,NA,NA
"971",NA,"Ryan Anderson","PF",83,85,74,47,57,62,68,NA,NA,NA
"972",NA,"Doug Christie","SG",83,79,57,80,74,75,68,NA,NA,NA
"973",NA,"Isaiah Thomas","PG",83,86,54,83,78,48,31,NA,NA,NA
"974",NA,"Giannis Antetokounmpo","SF",83,69,66,74,80,75,63,NA,NA,NA
"975",NA,"Damian Lillard","PG",83,82,59,80,81,57,46,NA,NA,NA
"976",NA,"Jimmy Butler","SG",83,76,69,69,80,76,48,NA,NA,NA
"977",NA,"Karl-Anthony Towns","C",83,75,78,55,75,66,80,NA,NA,NA
"978",NA,"John Wall","PG",83,75,59,84,83,71,41,NA,NA,NA
"979",NA,"Paul George","SF",83,83,66,69,79,73,55,NA,NA,NA
"980",NA,"Chris Paul","PG",83,83,58,88,76,75,43,NA,NA,NA
"981",NA,"Jrue Holiday","PG",83,82,60,86,79,70,41,NA,NA,NA
"982",NA,"Ray Allen","SG",83,85,69,73,84,67,47,NA,NA,NA
"983",NA,"Andrew Bogut","C",83,41,69,52,61,79,87,NA,NA,NA
"984",NA,"Jeremy Lamb","SG",83,88,66,69,73,62,61,NA,NA,NA
"985",NA,"Kyle Kuzma","PF",83,88,81,79,76,71,81,NA,NA,NA
"986",NA,"Dario Saric","PF",83,83,74,73,70,67,79,NA,NA,NA
"987",NA,"Julius Randle","PF",83,65,80,80,80,59,92,NA,NA,NA
"988",NA,"Dennis Smith Jr.","PG",83,84,63,84,77,66,69,NA,NA,NA
"989",NA,"Kris Dunn","PG",83,86,62,91,81,73,47,NA,NA,NA
"990",NA,"Tim Duncan","PF",83,54,74,50,63,76,82,NA,NA,NA
"991",NA,"Ramon Sessions","PG",83,83,59,91,78,71,39,NA,NA,NA
"992",NA,"Brandon Ingram","SF",83,82,76,65,76,72,51,NA,NA,NA
"993",NA,"Terry Rozier","PG",83,86,61,90,79,74,69,NA,NA,NA
"994",NA,"De'Aaron Fox","PG",83,82,62,84,86,71,37,NA,NA,NA
"995",NA,"Garrett Temple","SG",83,87,56,81,80,78,46,NA,NA,NA
"996",NA,"Malcolm Brogdon","PG",83,88,68,82,80,80,46,NA,NA,NA
"997",NA,"Dewayne Dedmon","C",83,71,67,38,68,76,92,NA,NA,NA
"998",NA,"John Henson","C",83,55,74,42,67,79,94,NA,NA,NA
"999",NA,"Larry Nance Jr.","PF",83,65,81,47,77,71,93,NA,NA,NA
"1000",NA,"Nikola Mirotic","PF",83,90,72,56,71,68,91,NA,NA,NA
"1001",NA,"Bojan Bogdanovic","SF",82,90,66,58,75,57,47,NA,NA,NA
"1002",NA,"Dragan Bender","C",82,81,75,68,70,72,90,NA,NA,NA
"1003",NA,"Bobby Portis","PF",82,82,72,48,67,55,88,NA,NA,NA
"1004",NA,"Jordan Clarkson","SG",82,85,63,86,79,56,40,NA,NA,NA
"1005",NA,"Bismack Biyombo","C",82,45,70,42,70,82,95,NA,NA,NA
"1006",NA,"Kentavious Caldwell-Pope","SG",82,86,60,72,75,70,56,NA,NA,NA
"1007",NA,"Will Barton","SG",82,85,70,76,73,66,52,NA,NA,NA
"1008",NA,"Rajon Rondo","PG",82,63,52,91,81,73,61,NA,NA,NA
"1009",NA,"Gary Harris","SG",82,87,64,79,73,68,42,NA,NA,NA
"1010",NA,"Marcus Smart","PG",82,69,60,81,82,82,50,NA,NA,NA
"1011",NA,"Taurean Prince","SF",82,77,66,68,78,72,71,NA,NA,NA
"1012",NA,"Thaddeus Young","PF",82,71,79,52,75,69,86,NA,NA,NA
