"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"677",NA,"Robert Parish","C",85,52,75,46,56,78,85,3500,5800,NA
"678",NA,"Artis Gilmore","C",85,54,75,53,68,78,82,4000,5500,NA
"679",NA,"Jimmy Butler","SG",85,77,71,71,83,76,61,3000,3100,NA
"680",NA,"Dwyane Wade","SG",85,79,73,78,88,70,51,4500,3500,NA
"681",NA,"Mike Dunleavy","SF",85,87,61,67,69,65,47,7000,7000,NA
"682",NA,"Demar Derozan","SG",85,76,75,76,82,64,46,NA,NA,NA
"683",NA,"Jamaal Wilkes","SF",85,70,79,69,81,74,75,27000,18000,NA
"684",NA,"Larry Drew","PG",85,81,50,93,78,64,35,37000,18000,NA
"685",NA,"J.R. Smith","SG",85,83,70,73,82,67,42,30000,32000,NA
"686",NA,"Demar Derozan","SG",85,76,75,76,82,64,46,3500,3600,NA
"687",NA,"James Harden","PG",85,81,69,87,86,58,67,3500,3200,NA
"688",NA,"Dennis Rodman","PF",85,49,65,49,79,81,96,NA,NA,NA
"689",NA,"Chris Webber","PF",85,68,80,63,77,76,80,8000,8500,NA
"690",NA,"Isiah Thomas","PG",85,77,55,90,85,73,40,3200,5000,NA
"691",NA,"Christian Laettner","PF",85,74,76,56,68,72,83,NA,NA,NA
"692",NA,"Kawhi Leonard","SF",85,78,69,53,82,78,57,3800,4000,NA
"693",NA,"Chris Paul","PG",85,83,55,92,80,71,47,2700,2800,NA
"694",NA,"Rudy Gobert","C",85,49,75,38,62,79,89,5000,3500,NA
"695",NA,"Elfrid Payton","PG",85,80,57,90,78,68,67,2700,3500,NA
"696",NA,"Jonas Valanciunas","C",85,57,77,41,66,66,92,7000,4900,NA
"697",NA,"Pau Gasol","C",85,70,80,65,66,76,81,3200,5000,NA
"698",NA,"Andre Miller","PG",85,72,63,93,76,63,43,2000,2100,NA
"699",NA,"Bradley Beal","SG",85,86,66,71,78,65,45,3300,4000,NA
"700",NA,"Iman Shumpert","SG",85,74,63,77,83,80,54,NA,NA,NA
"701",NA,"Aaron Gordon","PF",85,68,88,48,74,69,76,NA,NA,NA
"702",NA,"Dwight Howard","C",85,43,76,34,73,74,90,NA,5000,NA
"703",NA,"Louis Williams","SG",85,88,58,83,71,58,37,NA,NA,NA
"704",NA,"Brook Lopez","C",85,78,78,54,60,70,78,NA,NA,NA
"705",NA,"Nick Van Exel","PG",84,86,52,81,81,56,38,2300,2200,NA
"706",NA,"Corey Brewer","SF",84,79,67,60,79,74,42,2700,2300,NA
"707",NA,"Terrence Ross","SF",84,84,72,56,79,60,40,3200,3300,NA
"708",NA,"Mo Williams","PG",84,88,51,87,77,63,37,2400,2500,NA
"709",NA,"Damian Lillard","PG",84,81,59,83,85,58,41,3000,2900,NA
"710",NA,"Dwyane Wade","SG",84,73,73,78,88,70,45,4000,5000,NA
"711",NA,"Frank Brickowski","PF",84,75,75,47,59,66,86,NA,NA,NA
"712",NA,"Shawn Marion","SF",84,70,78,57,81,75,82,14000,12000,NA
"713",NA,"Amar'e Stoudemire","PF",84,60,85,50,80,66,72,30000,30000,NA
"714",NA,"Andre Drummond","C",84,41,80,36,76,73,88,15000,18000,NA
"715",NA,"Blake Griffin","PF",84,65,86,69,85,62,67,30000,30000,NA
"716",NA,"Andre Iguodala","SF",84,69,69,78,82,82,45,18000,21000,NA
"717",NA,"Jerry Stackhouse","SG",84,83,75,69,76,61,46,NA,30000,NA
"718",NA,"Richard Hamilton","SG",84,84,65,76,75,74,42,NA,NA,NA
"719",NA,"Mark Jackson","PG",84,78,58,94,77,68,41,NA,18000,NA
"720",NA,"David West","PF",84,71,75,59,58,75,74,NA,40000,NA
"721",NA,"Ricky Pierce","SF",84,83,62,70,79,66,47,NA,NA,NA
"722",NA,"Flynn Robinson","PG",84,86,55,80,76,59,45,24000,NA,NA
"723",NA,"Robert Pack","PG",84,77,64,88,81,60,38,NA,NA,NA
"724",NA,"Cedric Ceballos","SF",84,77,77,53,82,69,64,15000,25000,NA
"725",NA,"O.J. Mayo","SG",84,88,61,65,77,63,44,NA,25000,NA
"726",NA,"Jason Williams","PG",84,79,52,95,74,63,41,NA,NA,NA
"727",NA,"Eddie Johnson","SG",84,81,60,80,78,62,50,10000,5000,NA
"728",NA,"Wesley Matthews","SG",84,84,67,67,79,72,38,NA,NA,NA
"729",NA,"Nicolas Batum","SF",84,80,67,77,78,74,59,NA,45000,NA
"730",NA,"A.C. Green","PF",84,63,69,43,76,74,85,25000,13000,NA
"731",NA,"Leandro Barbosa","SG",84,87,53,79,77,47,42,15000,30000,NA
"732",NA,"Vernon Maxwell","SG",84,81,59,82,79,68,38,NA,NA,NA
"733",NA,"Jose Calderon","PG",84,87,52,90,72,59,38,NA,20000,NA
"734",NA,"Ryan Anderson","PF",84,85,74,47,57,62,68,NA,NA,NA
"735",NA,"Laphonso Ellis","PF",84,77,82,51,73,72,78,NA,NA,NA
"736",NA,"Dee Brown","PG",84,85,71,76,79,64,42,30000,NA,NA
"737",NA,"Tyreke Evans","SF",84,76,66,81,79,68,55,NA,NA,NA
"738",NA,"Shawn Kemp","PF",84,62,81,45,74,73,83,30000,NA,NA
"739",NA,"Larry Hughes","SG",84,81,60,80,77,71,42,NA,NA,NA
"740",NA,"Larry Johnson","PF",84,76,79,71,81,72,72,NA,NA,NA
"741",NA,"Nate Robinson","PG",84,86,57,78,89,64,30,NA,NA,NA
"742",NA,"Rick Fox","SF",84,72,65,71,82,81,48,NA,NA,NA
"743",NA,"Robert Horry","SF",84,76,73,60,71,72,80,NA,NA,NA
"744",NA,"Quentin Richardson","SG",84,85,64,70,80,64,44,NA,NA,NA
"745",NA,"Demar Derozan","SG",84,75,72,75,80,63,44,NA,NA,NA
"746",NA,"Kyrie Irving","PG",84,85,56,80,81,58,36,NA,NA,NA
"747",NA,"Kyle Lowry","PG",84,79,54,84,86,76,46,NA,NA,NA
"748",NA,"Jimmy Butler","SG",84,77,66,69,83,76,43,NA,NA,NA
"749",NA,"Draymond Green","PF",84,71,70,72,83,82,74,NA,NA,NA
"750",NA,"Harrison Barnes","SF",84,78,70,59,81,68,63,NA,NA,NA
"751",NA,"Jrue Holiday","PG",84,82,60,86,79,70,41,13000,6000,NA
"752",NA,"Steve Smith","SG",84,86,70,67,73,69,51,5500,5200,NA
"753",NA,"Mike Miller","SG",84,87,56,71,75,65,55,NA,NA,NA
"754",NA,"Michael Ray Richardson","PG",84,68,65,88,86,87,58,NA,11000,NA
"755",NA,"Al Jefferson","C",84,59,78,51,67,73,83,19000,10000,NA
"756",NA,"Johnny Newman","SF",84,83,70,59,67,67,46,6000,15000,NA
"757",NA,"Bob Dandridge","SF",84,76,69,73,79,75,72,NA,NA,NA
"758",NA,"Kenny Anderson","PG",84,81,61,90,76,66,46,NA,NA,NA
"759",NA,"Peja Stojakovic","SG",84,86,65,69,73,68,57,NA,NA,NA
"760",NA,"Mark Aguirre","SF",84,71,76,64,70,75,65,NA,NA,NA
"761",NA,"Doug Christie","SG",84,84,59,77,74,73,47,NA,NA,NA
"762",NA,"Avery Johnson","PG",84,71,50,92,84,73,32,NA,NA,NA
"763",NA,"Lenny Wilkens","PG",84,80,57,85,76,72,52,NA,NA,NA
"764",NA,"Steve Mix","SF",84,73,76,59,72,75,79,NA,NA,NA
"765",NA,"Bob Lanier","C",84,66,78,63,70,72,78,NA,NA,NA
"766",NA,"Eddie Jones","SG",84,83,69,70,81,77,42,NA,NA,NA
"767",NA,"Derrick Coleman","PF",84,75,76,54,65,72,75,NA,NA,NA
"768",NA,"Jeff Hornacek","SG",84,87,56,76,70,70,45,NA,NA,NA
"769",NA,"Rodney McCray","SF",84,77,66,69,76,71,77,NA,NA,NA
"770",NA,"Darrall Imhoff","C",84,48,73,47,55,71,93,NA,NA,NA
"771",NA,"Reggie Williams","SF",83,78,71,73,78,69,60,NA,NA,NA
"772",NA,"Marcus Thornton","PG",83,87,63,60,83,64,47,NA,NA,NA
"773",NA,"Greg Monroe","C",83,55,76,58,66,69,82,NA,4000,NA
"774",NA,"Ron Artest","SF",83,73,68,64,81,82,52,NA,8000,NA
"775",NA,"Vinnie Johnson","SG",83,77,61,79,82,68,48,NA,2000,NA
"776",NA,"Tracy McGrady","SG",83,78,79,69,82,67,61,NA,18000,NA
"777",NA,"J.J Barea","PG",83,84,51,82,74,56,41,NA,2500,NA
"778",NA,"Dell Curry","SG",83,91,53,68,73,57,48,9000,10000,NA
"779",NA,"George McGinnis","PF",83,63,79,61,75,72,82,NA,5000,NA
"780",NA,"Mike Conley","PG",83,73,52,86,81,72,40,NA,8000,NA
"781",NA,"Paul Millsap","PF",83,79,79,66,73,75,77,7000,4000,NA
"782",NA,"Rudy Larusso","PF",83,71,69,62,76,75,84,NA,2700,NA
"783",NA,"Dick Barnett","SG",83,79,69,75,79,72,58,NA,2500,NA
"784",NA,"Jason Terry","PG",83,87,58,81,76,60,35,4000,2800,NA
"785",NA,"Isaiah Rider","SG",83,79,71,68,82,69,50,6000,2500,NA
"786",NA,"Brandon Jennings","PG",83,82,57,81,79,66,45,2500,2000,NA
"787",NA,"Danny Ainge","SG",83,84,54,80,73,67,38,3000,2700,NA
"788",NA,"Andrew Bogut","C",83,41,69,52,61,79,87,4500,5000,NA
"789",NA,"Tom Sanders","PF",83,61,66,45,82,85,71,2500,2800,NA
"790",NA,"Klay Thompson","SG",83,83,61,61,76,74,39,1400,2200,NA
"791",NA,"Demarcus Cousins","C",83,68,82,60,69,66,77,2000,1800,NA
"792",NA,"James Harden","SG",83,80,67,81,86,58,51,1400,1500,NA
"793",NA,"Kawhi Leonard","SF",83,74,66,53,82,79,57,1300,1200,NA
"794",NA,"Russell Westbrook","PG",83,68,62,82,91,65,57,1300,1500,NA
"795",NA,"Kevin Durant","SF",83,82,70,66,76,63,51,1800,1700,NA
"796",NA,"Otis Thorpe","PF",83,52,77,40,70,66,85,NA,NA,NA
"797",NA,"Kenny Smith","PG",83,83,58,81,83,60,32,NA,NA,NA
"798",NA,"Shaun Livingston","PG",83,71,70,84,80,68,43,2200,2500,NA
"799",NA,"Rudy Gay","SF",83,81,72,57,74,63,59,7000,NA,NA
"800",NA,"Mike Bibby","PG",83,84,58,86,76,64,44,NA,15000,NA
"801",NA,"Tyson Chandler","C",83,38,71,43,68,77,90,NA,20000,NA
"802",NA,"Michael Beasley","PF",83,81,77,57,72,64,74,NA,7000,NA
"803",NA,"Nick Young","SF",83,82,66,60,77,59,39,NA,6000,NA
"804",NA,"Joe Johnson","SF",83,81,68,62,80,63,47,2500,2800,NA
"805",NA,"Dave Bing","PG",83,72,63,83,84,72,47,NA,5000,NA
"806",NA,"Bonzi Wells","SF",83,71,67,63,81,78,78,NA,3500,NA
"807",NA,"Darius Miles","SF",83,75,72,59,84,64,70,NA,5000,NA
"808",NA,"Rick Roberson","C",83,59,75,55,60,69,94,NA,3500,NA
"809",NA,"Buck Williams","PF",83,57,75,36,71,71,84,NA,2500,NA
"810",NA,"David Lee","PF",83,59,74,57,70,70,83,3500,3500,NA
"811",NA,"Jarrett Jack","PG",83,88,55,84,74,58,42,3000,3500,NA
"812",NA,"Tony Parker","PG",83,80,58,85,78,66,39,3500,3500,NA
"813",NA,"Kevin Garnett","PF",83,65,78,61,75,73,81,3000,3000,NA
"814",NA,"Penny Hardaway","PG",83,80,74,83,82,71,47,7000,6500,NA
"815",NA,"Jason Kidd","PG",83,76,57,87,84,76,53,3500,2800,NA
"816",NA,"Paul Pierce","SF",83,79,69,64,78,69,51,4000,4000,NA
"817",NA,"Dale Ellis","SG",83,80,72,71,80,68,60,6500,6300,NA
"818",NA,"C.J. McCollum","SG",83,87,56,75,80,56,37,1600,2000,NA
"819",NA,"Manute Bol","C",83,55,71,32,44,79,83,6600,6000,NA
"820",NA,"Dikembe Mutombo","C",83,37,67,38,71,82,83,3500,4300,NA
"821",NA,"Serge Ibaka","PF",83,66,76,38,76,78,66,1300,1400,NA
"822",NA,"Kemba Walker","PG",83,81,54,82,81,61,52,1500,1500,NA
"823",NA,"Louis Williams","SG",83,85,58,81,70,58,37,1500,1400,NA
"824",NA,"Goran Dragic","PG",83,85,58,85,76,64,44,1700,1100,NA
"825",NA,"Elfrid Payton","PG",83,75,54,90,78,68,50,1000,1000,NA
"826",NA,"Gordon Hayward","SF",83,82,63,74,73,61,52,1400,1200,NA
"827",NA,"Al Horford","C",83,75,72,55,71,71,72,2000,2200,NA
"828",NA,"Shawn Bradley","C",83,54,72,31,49,75,85,4000,4000,NA
"829",NA,"Joel Embiid","C",83,70,75,42,71,72,84,7000,5000,NA
"830",NA,"Jabari Parker","PF",83,81,79,75,76,65,70,2000,4000,NA
"831",NA,"Myles Turner","C",83,69,73,41,67,71,80,2000,1000,NA
"832",NA,"Patrick Mills","PG",83,91,50,83,77,54,36,NA,NA,NA
"833",NA,"Marvin Williams","PF",83,78,74,79,72,61,91,NA,NA,NA
"834",NA,"Dario Saric","PF",83,82,76,66,70,59,78,NA,NA,NA
"835",NA,"Wilson Chandler","SF",83,82,71,58,75,68,83,NA,NA,NA
"836",NA,"George Hill","PG",83,85,61,83,77,70,46,NA,NA,NA
"837",NA,"Tim Hardaway Jr.","SG",83,88,69,74,75,55,37,NA,NA,NA
"838",NA,"Ersan Ilyasova","PF",83,79,78,52,62,68,89,NA,NA,NA
"839",NA,"Dion Waiters","SG",83,87,66,70,77,65,40,5000,5000,NA
"840",NA,"Austin Rivers","PG",83,83,59,81,76,65,48,1800,3000,NA
"841",NA,"Jrue Holiday","PG",83,85,61,87,79,72,42,2000,3000,NA
"842",NA,"Terrence Jones","PF",83,82,79,53,78,77,84,3500,7000,NA
"843",NA,"Nikola Jokic","C",83,72,72,65,68,65,86,2700,3300,NA
"844",NA,"Al-Farouq Aminu","SF",83,75,72,59,75,66,65,NA,NA,NA
"845",NA,"Will Barton","SG",83,83,66,74,74,61,58,NA,NA,NA
"846",NA,"Deron Williams","PG",83,83,63,87,82,71,39,NA,NA,NA
"847",NA,"Shabazz Napier","PG",83,87,52,83,78,66,40,NA,NA,NA
"848",NA,"Thon Maker","C",83,82,79,57,79,66,72,NA,NA,NA
"849",NA,"Nikola Mirotic","PF",82,82,71,57,69,66,86,NA,NA,NA
"850",NA,"Timothe Luwawu-Cabarrot","SG",82,79,69,69,80,73,54,NA,NA,NA
"851",NA,"Bryn Forbes","SG",82,86,55,81,73,62,34,NA,NA,NA
"852",NA,"Allen Crabbe","SG",82,91,59,57,70,61,45,NA,NA,NA
"853",NA,"Tyler Ennis","PG",82,86,53,85,72,56,41,NA,NA,NA
"854",NA,"Richaun Holmes","PF",82,73,74,48,66,63,91,NA,NA,NA
"855",NA,"Meyers Leonard","PF",82,73,71,40,61,56,77,NA,NA,NA
"856",NA,"Skal Labissiere","C",82,80,83,69,72,70,85,NA,NA,NA
"857",NA,"Otto Porter","SF",82,85,65,56,69,65,68,6000,5000,NA
"858",NA,"Tristan Thompson","C",82,51,76,42,68,79,88,NA,NA,NA
"859",NA,"Marcus Morris","SF",82,82,70,45,70,67,78,NA,NA,NA
"860",NA,"Ian Clark","SG",82,92,54,64,67,51,51,NA,NA,NA
"861",NA,"Zach Randolph","PF",82,65,72,48,66,66,81,1700,1500,NA
"862",NA,"Ricky Rubio","PG",82,73,49,95,72,70,49,2000,2200,NA
"863",NA,"Rudy Gobert","C",82,43,66,38,62,78,89,1500,1500,NA
"864",NA,"Derrick Rose","PG",82,77,61,81,87,64,44,1500,2000,NA
"865",NA,"Dennis Schroder","PG",82,80,56,85,80,61,38,1100,1000,NA
"866",NA,"Deandre Jordan","C",82,36,71,35,75,78,89,1000,2100,NA
"867",NA,"Eric Gordon","SG",82,86,61,68,80,64,32,2000,1600,NA
"868",NA,"Hassan Whiteside","C",82,49,70,33,69,72,92,2100,1800,NA
"869",NA,"Eric Bledsoe","PG",82,73,57,78,83,69,40,1000,1100,NA
"870",NA,"Andrew Wiggins","SF",82,72,70,59,81,73,47,1800,1100,NA
"871",NA,"Zach Lavine","SG",82,81,67,75,77,54,47,2000,2000,NA
"872",NA,"Isaiah Thomas","PG",82,83,53,84,82,54,31,1200,1400,NA
"873",NA,"Mike Conley","PG",82,81,50,82,81,66,34,1400,1000,NA
"874",NA,"Marc Gasol","C",82,70,71,56,64,75,65,2000,1700,NA
"875",NA,"Kristaps Porzingis","PF",82,77,72,44,67,68,75,3600,5000,NA
"876",NA,"Devin Booker","SG",82,84,55,68,73,58,40,1800,1700,NA
"877",NA,"Harrison Barnes","SF",82,80,69,57,80,63,56,1200,1400,NA
"878",NA,"Channing Frye","PF",82,78,66,42,64,65,68,3500,5500,NA
"879",NA,"Steve Kerr","PG",82,89,49,77,72,65,32,3000,4000,NA
"880",NA,"Kevin Love","PF",82,73,75,57,73,56,84,1800,2300,NA
"881",NA,"Latrell Sprewell","SF",82,79,71,76,78,67,41,NA,5500,NA
"882",NA,"Sam Cassell","PG",82,81,61,84,75,67,39,1800,2000,NA
"883",NA,"Rod Higgins","SF",82,81,67,51,72,66,59,3500,4000,NA
"884",NA,"Keith Erickson","SF",82,79,67,70,79,69,60,1800,2100,NA
"885",NA,"Randy Foye","SG",82,82,60,73,76,66,35,NA,3300,NA
"886",NA,"Vinny Del Negro","SG",82,86,51,77,73,66,39,NA,6000,NA
"887",NA,"Horace Grant","PF",82,59,72,45,66,76,82,2000,2000,NA
"888",NA,"Chris Kaman","C",82,64,72,47,61,67,81,NA,NA,NA
"889",NA,"Hersey Hawkins","SG",82,84,60,67,77,69,45,NA,NA,NA
"890",NA,"Nate McMillian","PG",82,77,52,83,80,79,58,NA,NA,NA
"891",NA,"Alton Lister","C",82,44,68,39,55,74,91,NA,NA,NA
"892",NA,"Draymond Green","PF",82,67,68,72,83,81,69,1200,1100,NA
"893",NA,"Jay Williams","PG",82,79,59,82,87,65,43,NA,NA,NA
"894",NA,"Anthony Davis","PF",82,67,77,51,82,76,72,1700,1400,NA
"895",NA,"Chris Paul","PG",82,77,54,87,79,71,38,1000,900,NA
"896",NA,"Jason Richardson","SG",82,83,76,69,77,70,63,9000,10000,NA
"897",NA,"Craig Ehlo","SG",82,86,56,68,72,65,50,2500,2500,NA
"898",NA,"Boris Diaw","PF",82,80,74,81,72,67,73,4000,5000,NA
"899",NA,"Phil Jackson","PF",82,67,72,44,69,74,81,NA,1500,NA
"900",NA,"J.R. Smith","SG",82,83,66,69,81,65,42,NA,30000,NA
"901",NA,"Nenê","PF",82,73,77,45,71,66,70,NA,4000,NA
"902",NA,"Louis Williams","SG",82,83,56,76,75,57,37,NA,4000,NA
"903",NA,"Antonio Davis","C",82,56,79,45,67,75,83,NA,5000,NA
"904",NA,"Jalen Rose","SF",82,79,66,78,75,67,38,NA,4500,NA
"905",NA,"Shane Battier","SF",82,75,61,62,79,80,51,NA,10000,NA
"906",NA,"Nikola Pekovic","C",82,48,72,42,64,66,84,NA,10000,NA
"907",NA,"Omer Asik","C",81,40,69,39,63,67,90,NA,2900,NA
"908",NA,"Robert Horry","SF",81,73,71,60,70,72,69,NA,5000,NA
"909",NA,"Carl Landry","PF",81,66,73,39,68,65,82,NA,2500,NA
"910",NA,"Rodney Stuckey","SG",81,77,66,71,76,66,47,NA,2000,NA
"911",NA,"Lindsey Hunter","PG",81,83,51,80,81,64,37,NA,2000,NA
"912",NA,"Alvin Williams","PG",81,79,65,85,68,75,49,NA,3000,NA
"913",NA,"Walt Williams","SF",81,81,64,63,68,68,56,NA,3500,NA
"914",NA,"Gary Trent","C",81,63,71,53,69,79,77,NA,3500,NA
"915",NA,"Donyell Marshall","PF",81,81,72,48,68,59,73,5000,4000,NA
"916",NA,"Shawn Marion","SF",81,69,75,57,76,75,82,NA,5000,NA
"917",NA,"Sam Perkins","PF",81,76,70,42,63,70,81,NA,1700,NA
"918",NA,"Kurt Rambis","PF",81,54,60,46,61,74,89,3000,3500,NA
"919",NA,"Raymond Felton","PG",81,80,59,85,79,59,45,3000,3500,NA
"920",NA,"Tree Rollins","C",81,44,65,29,53,71,87,2800,3000,NA
"921",NA,"Rex Chapman","SG",81,83,64,67,79,61,46,3500,5000,NA
"922",NA,"Gail Goodrich","SG",81,82,55,78,75,61,37,6000,3000,NA
"923",NA,"Don Nelson","SF",81,79,68,70,59,68,82,2000,2000,NA
"924",NA,"Darryl Dawkins","C",81,51,80,36,69,67,82,1700,1500,NA
"925",NA,"Eric Snow","PG",81,68,61,82,72,74,41,1000,1000,NA
"926",NA,"Frank Brickowski","PF",81,72,73,47,56,66,83,1600,1700,NA
"927",NA,"Dan Majerle","SG",81,82,61,58,82,78,52,1700,2000,NA
"928",NA,"Jason Williams","PG",81,75,51,92,74,63,41,2000,1800,NA
"929",NA,"Charles Oakley","PF",81,68,59,44,69,74,83,1700,1800,NA
"930",NA,"Kirk Hinrich","SG",81,85,48,82,73,64,40,4000,2500,NA
"931",NA,"Ron Harper","PG",81,67,61,70,79,81,43,1700,1600,NA
"932",NA,"Carmelo Anthony","SF",81,77,68,69,79,62,58,900,1000,NA
"933",NA,"Paul George","SF",81,75,65,68,82,71,56,1100,1000,NA
"934",NA,"Andre Iguodala","SF",81,63,66,76,79,82,45,NA,NA,NA
"935",NA,"Kyrie Irving","PG",81,83,55,78,81,58,36,1000,1200,NA
"936",NA,"Damian Lillard","PG",81,78,55,79,84,58,41,1000,1100,NA
"937",NA,"Jeff Green","SF",81,77,73,50,74,70,71,NA,10000,NA
"938",NA,"Byron Scott","SG",81,83,62,65,76,64,39,NA,5000,NA
"939",NA,"Eric Gordon","SG",81,82,61,67,80,67,32,NA,6000,NA
"940",NA,"Rodney Rogers","PF",81,75,76,61,73,72,62,2500,2000,NA
"941",NA,"Jianlian Yi","PF",81,69,72,56,73,70,78,NA,8000,NA
"942",NA,"Antoine Carr","PF",81,61,75,57,66,66,80,NA,7500,NA
"943",NA,"Clemon Johnson","C",81,47,72,45,59,68,85,NA,7000,NA
"944",NA,"Dejuan Blair","PF",81,49,71,46,66,63,86,NA,4000,NA
"945",NA,"Boris Diaw","PF",81,77,73,81,69,67,73,2200,2000,NA
"946",NA,"Will Perdue","C",81,47,68,38,56,68,86,NA,7000,NA
"947",NA,"Dorell Wright","SF",81,82,64,50,73,63,53,2400,3500,NA
"948",NA,"Robin Lopez","C",81,58,72,45,59,72,78,NA,4000,NA
"949",NA,"Stacey Augmon","SG",81,74,69,73,75,75,57,5000,1900,NA
"950",NA,"Jamal Crawford","SG",81,81,58,69,74,58,33,5000,4000,NA
"951",NA,"B.J. Armstrong","PG",81,85,51,83,76,56,40,3000,2500,NA
"952",NA,"Kris Humphries","PF",81,64,69,41,70,62,89,NA,5000,NA
"953",NA,"Javale McGee","C",81,46,69,42,66,78,91,NA,NA,NA
"954",NA,"Kobe Bryant","SG",81,77,77,70,79,58,45,NA,NA,NA
"955",NA,"Chris Mullin","SF",81,82,63,62,79,72,48,NA,15000,NA
"956",NA,"Jonas Valanciunas","C",81,56,75,37,65,62,85,1000,1000,NA
"957",NA,"Eddie Jones","SG",81,80,67,70,81,73,42,4000,3700,NA
"958",NA,"Jerry Stackhouse","SG",81,80,73,67,76,61,46,2000,3000,NA
"959",NA,"Brendan Haywood","C",81,44,71,39,63,70,85,NA,5000,NA
"960",NA,"Danilo Gallinari","SF",81,82,67,61,69,61,57,4000,5500,NA
"961",NA,"Brook Lopez","C",81,69,78,46,59,66,71,1100,1200,NA
"962",NA,"Avery Bradley","SG",81,76,54,61,78,79,36,1200,1000,NA
"963",NA,"Rajon Rondo","PG",81,66,55,88,81,72,61,1000,1000,NA
"964",NA,"Bradley Beal","SG",81,78,65,70,78,64,44,1200,1200,NA
"965",NA,"Dwight Howard","C",81,40,73,34,73,71,87,1700,1300,NA
"966",NA,"Nikola Vucevic","C",81,66,75,54,65,65,83,2000,2500,NA
"967",NA,"Julius Randle","PF",81,55,74,80,77,58,88,3800,2300,NA
"968",NA,"Robert Covington","SF",81,75,64,62,71,69,81,NA,4900,NA
"969",NA,"Anthony Morrow","SF",81,84,60,58,69,49,37,NA,NA,NA
"970",NA,"Marcin Gortat","C",80,50,69,46,68,69,83,2000,2500,NA
"971",NA,"Craig Hodges","PG",80,88,46,78,72,53,35,2700,3700,NA
"972",NA,"Serge Ibaka","PF",80,63,73,38,76,76,66,2300,2000,NA
"973",NA,"Manu Ginobili","SG",80,79,57,76,70,68,50,3800,5000,NA
"974",NA,"Michael Kidd-Gilchrist","SF",80,52,69,54,80,75,79,1000,1000,NA
"975",NA,"Manute Bol","C",80,53,66,32,43,77,76,12000,10000,NA
"976",NA,"Greg Ostertag","C",80,48,63,40,47,69,90,4000,4000,NA
"977",NA,"Anthony Bowie","SG",80,86,58,71,69,62,43,2000,1700,NA
"978",NA,"Darius Miles","SF",80,61,71,59,84,64,70,2200,1400,NA
"979",NA,"Jim McMillian","SF",80,82,66,48,73,62,68,1500,2000,NA
"980",NA,"Greg Anthony","PG",80,79,52,84,75,62,35,NA,10000,NA
"981",NA,"Doug Christie","SG",80,80,58,77,72,71,50,NA,5000,NA
"982",NA,"Walt Williams","SF",80,78,63,63,68,68,56,NA,NA,NA
"983",NA,"Nick Collison","PF",80,66,66,47,63,67,82,NA,NA,NA
"984",NA,"John Wall","PG",80,69,55,81,86,67,40,1000,900,NA
"985",NA,"Blake Griffin","PF",80,63,81,66,82,60,66,1000,1000,NA
"986",NA,"Chris Bosh","PF",80,69,72,47,68,63,62,1000,900,NA
"987",NA,"Jimmy Butler","SG",80,71,65,68,83,74,43,900,1000,NA
"988",NA,"Dwyane Wade","SG",80,70,67,76,83,70,45,1000,900,NA
"989",NA,"Andre Drummond","C",80,37,74,36,73,72,87,1000,900,NA
"990",NA,"Kyle Lowry","PG",80,75,53,80,86,73,46,1000,1000,NA
"991",NA,"Demar Derozan","SG",80,71,71,70,80,61,44,1000,1000,NA
"992",NA,"Karl-Anthony Towns","C",80,73,72,52,77,67,79,1400,1300,NA
"993",NA,"Lamarcus Aldridge","PF",80,67,72,43,66,62,68,1000,1000,NA
"994",NA,"Brian Grant","PF",80,60,63,41,66,69,86,1500,1400,NA
"995",NA,"Lucius Allen","PG",80,78,55,81,75,67,47,1500,2000,NA
"996",NA,"Henry Bibby","PG",80,84,54,76,74,65,38,1200,1000,NA
"997",NA,"Larry Siegfried","PG",80,83,57,71,72,72,39,1800,2400,NA
"998",NA,"Udonis Haslem","PF",80,61,76,42,66,58,84,1500,1700,NA
"999",NA,"Wilson Chandler","SF",80,75,69,57,76,68,61,NA,2000,NA
"1000",NA,"Elden Campbell","C",80,53,73,35,59,67,84,2500,4000,NA
"1001",NA,"Cedric Ceballos","SF",80,75,69,53,80,69,64,NA,5000,NA
"1002",NA,"Spud Webb","PG",80,73,58,85,78,57,41,2000,1500,NA
"1003",NA,"Brandan Wright","C",80,46,73,44,63,72,85,NA,4000,NA
"1004",NA,"Arron Afflalo","SG",80,80,62,62,77,69,42,2000,1700,NA
"1005",NA,"Antonio McDyess","PF",80,54,73,41,65,76,70,NA,1500,NA
"1006",NA,"Amir Johnson","PF",79,54,70,45,67,68,83,NA,1300,NA
"1007",NA,"Mario Elie","SG",79,84,57,74,67,58,45,NA,1500,NA
"1008",NA,"Robert Horry","SF",79,71,69,58,66,72,69,NA,3500,NA
"1009",NA,"Tiago Splitter","C",79,49,69,42,66,75,69,NA,4000,NA
"1010",NA,"Bo Outlaw","PF",79,72,70,48,66,74,76,1200,1200,NA
"1011",NA,"James Posey","SF",79,75,60,61,78,76,51,NA,1500,NA
"1012",NA,"Ian Mahinmi","C",79,49,70,43,64,74,77,NA,1000,NA
"1013",NA,"Nick Van Exel","PG",79,82,51,82,80,54,37,NA,1200,NA
"1014",NA,"Shawn Bradley","C",79,52,71,31,46,71,81,NA,4000,NA
