"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"635",NA,"'93 Horace Grant","PF",80,66,72,45,70,76,76,NA,4000,NA
"636",NA,"Marcin Gortat (Dynamic)","C",80,62,71,46,74,70,83,2000,2600,22000
"637",NA,"Manu Ginobili (Dynamic)","SG",80,80,59,75,70,68,51,3200,4500,19000
"638",NA,"'04 Latrell Sprewell","SF",80,79,72,76,79,67,41,NA,13000,NA
"639",NA,"Kenneth Faried (Dynamic)","PF",80,54,75,45,82,69,87,2500,2500,10000
"640",NA,"Darren Collison (Dynamic)","PG",80,84,55,79,79,63,38,2500,3000,12000
"641",NA,"Chandler Parsons (Dynamic)","SF",80,83,68,68,71,67,55,3000,3000,15000
"642",NA,"Rudy Gobert (Dynamic)","C",80,47,65,38,64,77,88,3900,3500,25000
"643",NA,"Kristaps Porzingis (Dynamic)","PF",80,82,73,44,71,71,75,10000,5000,50000
"644",NA,"Luol Deng (Dynamic)","SF",80,78,66,54,74,74,57,NA,2500,5500
"645",NA,"Nicolas Batum (Dynamic)","SF",80,78,66,75,75,74,53,3300,2700,7500
"646",NA,"Avery Bradley (Dynamic)","SG",80,82,56,61,77,78,36,2800,2000,8700
"647",NA,"Brandon Knight (Dynamic)","PG",80,81,59,80,80,60,39,2500,2500,45000
"648",NA,"Tim Duncan (Dynamic)","PF",80,55,72,58,59,78,79,2000,2700,60000
"649",NA,"Al Jefferson (Dynamic)","C",80,66,77,50,66,64,73,NA,5000,55000
"650",NA,"Al Horford (Dynamic)","C",80,80,74,58,75,75,67,4000,2500,50000
"651",NA,"Enes Kanter (Dynamic)","C",80,82,75,46,68,47,91,3300,4000,16000
"652",NA,"Rudy Gay (Dynamic)","SF",80,81,74,57,74,63,59,4000,3000,50000
"653",NA,"Goran Dragic (Dynamic)","PG",80,82,60,81,77,64,43,NA,3000,50000
"654",NA,"Derrick Rose (Dynamic)","PG",80,79,61,81,83,64,44,4000,4500,75000
"655",NA,"Zach Randolph (Dynamic)","PF",80,74,73,47,71,66,76,2000,3000,100000
"656",NA,"'98 Jeff Hornacek","SG",80,87,54,72,71,67,44,NA,5000,NA
"657",NA,"'93 Kendall Gill","SG",79,81,71,66,77,67,48,NA,4000,NA
"658",NA,"Bradley Beal (Dynamic)","SG",79,77,66,70,80,64,44,NA,4000,129000
"659",NA,"Greg Monroe (Dynamic)","PF",79,59,76,56,74,65,80,NA,8000,30000
"660",NA,"Serge Ibaka (Dynamic)","PF",79,73,72,41,76,76,62,NA,5000,60000
"661",NA,"Jeff Teague (Dynamic)","PG",79,77,58,82,80,66,37,NA,6000,60000
"662",NA,"Tony Parker (Dynamic)","PG",79,79,60,80,75,66,39,2800,2800,30000
"663",NA,"Victor Oladipo (Dynamic)","SG",79,79,61,73,80,71,47,NA,6500,NA
"664",NA,"Kobe Bryant (Dynamic)","SG",79,74,71,80,71,68,49,NA,6500,100000
"665",NA,"J.J. Redick (Dynamic)","SG",79,93,54,64,68,57,34,NA,20000,15000
"666",NA,"Michael Kidd-Gilchrist (Dynamic)","SF",79,63,63,57,79,77,79,NA,4000,15000
"667",NA,"Dennis Schroder (Dynamic)","PG",79,80,55,82,80,62,38,NA,3800,10000
"668",NA,"Rodney Hood (Dynamic)","SG",79,84,64,65,69,67,38,NA,2500,16000
"669",NA,"Tobias Harris (Dynamic)","SF",79,78,70,61,76,60,63,NA,2200,NA
"670",NA,"Will Barton (Dynamic)","SG",79,80,65,72,74,59,58,NA,5000,6400
"671",NA,"Thaddeus Young (Dynamic)","PF",79,71,75,52,80,66,76,NA,5000,8200
"672",NA,"Devin Booker (Dynamic)","SG",79,86,58,62,75,58,39,NA,5500,30000
"673",NA,"Andre Iguodala (Dynamic)","SF",79,67,65,76,78,80,45,NA,8000,19500
"674",NA,"Al-Farouq Aminu (Dynamic)","SF",79,77,65,54,78,70,65,NA,1600,8700
"675",NA,"Ricky Rubio (Dynamic)","PG",79,77,51,87,69,70,49,NA,5000,20000
"676",NA,"Steven Adams (Dynamic)","C",79,52,69,42,76,74,80,NA,2500,5500
"677",NA,"Tyson Chandler","C",79,54,63,43,69,78,85,2200,1500,2000
"678",NA,"'89 Scottie Pippen","SF",79,70,72,69,78,73,60,NA,2800,2900
"679",NA,"'77 Henry Bibby","PG",79,83,56,76,73,65,38,NA,3000,NA
"680",NA,"'77 Doug Collins","SG",79,82,62,73,70,70,37,NA,2100,NA
"681",NA,"'95 Horace Grant","PF",79,66,71,43,67,76,76,NA,1500,NA
"682",NA,"Kevin Martin","SG",79,84,62,68,69,57,40,2200,1500,1800
"683",NA,"Chandler Parsons","SF",79,80,67,63,74,66,51,1800,2000,7000
"684",NA,"Darren Collison","PG",79,82,53,80,79,65,40,2100,1100,1800
"685",NA,"Jonas Valanciunas","C",79,59,74,41,66,66,82,1600,1800,1500
"686",NA,"DeMarre Carroll","SF",79,77,65,55,74,73,58,2700,1000,3500
"687",NA,"J.J. Redick","SG",79,91,55,65,67,57,35,3100,4000,5000
"688",NA,"Jamal Crawford","SG",79,82,61,71,69,59,34,4000,2300,NA
"689",NA,"Giannis Antetokounmpo","SF",79,68,66,65,77,73,65,1900,1400,2200
"690",NA,"Khris Middleton","SG",79,84,66,64,67,70,51,2000,1000,2000
"691",NA,"Joakim Noah","C",79,48,61,59,72,79,80,2300,1600,2100
"692",NA,"Tobias Harris","SF",79,79,70,60,76,60,61,2300,1300,NA
"693",NA,"Rudy Gobert","C",79,42,65,39,64,77,90,2700,1800,1500
"694",NA,"Kyle Korver","SG",79,92,53,70,67,63,48,5200,5500,3500
"695",NA,"Jrue Holiday","PG",79,80,60,82,76,64,42,2200,1500,3100
"696",NA,"Kenneth Faried","PF",79,56,73,45,83,69,83,2800,2000,10000
"697",NA,"Joe Johnson","SF",79,77,69,70,76,62,47,2200,2000,1900
"698",NA,"'12 Jarrett Jack","PG",79,83,58,80,74,57,41,2400,1500,NA
"699",NA,"'11 Elton Brand","C",79,65,76,43,70,69,76,1800,1500,NA
"700",NA,"'14 Trevor Ariza","SF",79,80,62,61,75,75,59,3000,3000,NA
"701",NA,"'00 Rodney Rogers","SF",79,81,73,54,72,67,56,1200,1000,NA
"702",NA,"'96 Toni Kukoc","SF",79,82,67,66,65,64,52,1000,1000,NA
"703",NA,"'93 Cliff Robinson","PF",79,76,75,51,81,73,66,1000,1000,NA
"704",NA,"'03 Bobby Jackson","PG",79,79,55,79,81,53,41,1200,1400,NA
"705",NA,"'65 Rudy Larusso","PF",79,67,67,62,77,73,84,NA,NA,NA
"706",NA,"'06 Shareef Abdur-Rahim","PF",79,77,75,61,71,75,59,NA,2000,NA
"707",NA,"'95 John Starks","SG",79,79,63,74,80,62,36,NA,2500,NA
"708",NA,"'05 Joe Johnson","SF",79,80,66,62,77,59,47,8000,6000,NA
"709",NA,"'00 Jim Jackson","SG",79,84,56,71,77,55,44,NA,NA,NA
"710",NA,"'93 Dale Ellis","SF",79,82,64,65,77,65,55,NA,NA,NA
"711",NA,"'97 Dan Majerle","SG",79,78,62,58,82,78,52,NA,NA,NA
"712",NA,"'91 Jerome Kersey","SF",79,71,72,57,77,74,66,NA,NA,NA
"713",NA,"'09 Jeff Green","SF",79,76,73,52,80,69,55,2500,2000,NA
"714",NA,"'09 O.J. Mayo","SG",79,82,62,63,78,60,42,3500,5000,NA
"715",NA,"'14 Tiago Splitter","C",79,52,72,41,72,70,81,NA,NA,NA
"716",NA,"'05 Caron Butler","SF",79,79,70,59,78,68,55,2500,1900,NA
"717",NA,"'11 Jared Dudley","SF",79,83,60,53,70,74,52,2000,2000,NA
"718",NA,"'10 Metta World Peace","SF",79,78,55,49,74,83,43,NA,NA,NA
"719",NA,"'96 B.J. Armstrong","PG",79,87,52,82,74,48,40,NA,NA,NA
"720",NA,"'95 Dee Brown","PG",79,85,68,68,85,65,40,NA,NA,NA
"721",NA,"'77 Bobby Jones","SF",79,59,70,60,65,82,68,NA,NA,NA
"722",NA,"'09 Nate Robinson","PG",79,82,59,77,87,56,43,5000,5000,NA
"723",NA,"'93 Cedric Ceballos","SF",79,78,69,56,81,66,64,NA,NA,NA
"724",NA,"'02 Darius Miles","SF",79,60,71,59,88,64,70,NA,NA,NA
"725",NA,"'91 Horace Grant","PF",79,67,72,45,71,73,73,NA,NA,NA
"726",NA,"'71 Bill Bridges","PF",78,50,64,44,83,71,91,NA,NA,NA
"727",NA,"'95 Cedric Ceballos","SF",78,78,67,53,80,66,64,NA,NA,NA
"728",NA,"'98 Rex Chapman","SG",78,80,61,70,75,66,46,NA,NA,NA
"729",NA,"'93 Danny Ainge","SG",78,86,53,79,68,61,40,NA,NA,NA
"730",NA,"'93 Tom Chambers","PF",78,80,74,56,76,65,67,NA,NA,NA
"731",NA,"'06 Raja Bell","SG",78,84,58,47,76,74,35,NA,NA,NA
"732",NA,"'96 Greg Anthony","PG",78,80,53,83,76,58,38,NA,NA,NA
"733",NA,"'08 Shane Battier","SF",78,72,63,58,73,81,41,NA,NA,NA
"734",NA,"'08 Samuel Dalembert","C",78,55,64,37,67,73,88,1900,1800,NA
"735",NA,"'13 O.J. Mayo","SG",78,79,63,65,77,61,40,3000,3000,NA
"736",NA,"'06 Boris Diaw","PF",78,79,72,70,80,67,63,3000,2500,NA
"737",NA,"'11 Tyrus Thomas","PF",78,63,76,41,76,71,77,2500,3500,NA
"738",NA,"'13 J.J. Hickson","C",78,61,73,40,74,63,88,3000,3000,NA
"739",NA,"'12 Marcus Thornton","SG",78,81,62,60,76,58,46,1700,1600,NA
"740",NA,"'13 Ray Allen","SG",78,85,63,59,73,63,44,3500,6000,NA
"741",NA,"'96 Hersey Hawkins","SG",78,85,61,61,75,64,41,NA,3000,NA
"742",NA,"'03 Caron Butler","SF",78,77,69,64,78,68,46,2000,1500,NA
"743",NA,"'12 Brandon Jennings","PG",78,79,55,80,78,58,39,1900,2000,NA
"744",NA,"Jamal Crawford (Dynamic)","SG",78,81,60,68,69,58,33,NA,3500,15000
"745",NA,"'97 Jerry Stackhouse","SG",78,77,72,67,78,61,46,NA,2000,3700
"746",NA,"'00 Jamal Mashburn","SF",78,79,68,74,74,58,47,NA,3800,NA
"747",NA,"Mario Chalmers","PG",78,78,59,74,75,67,38,1100,1300,NA
"748",NA,"'11 Danilo Gallinari","SF",78,81,69,55,69,57,53,2000,2000,NA
"749",NA,"'13 Omer Asik","C",78,52,67,38,65,67,89,2200,2100,NA
"750",NA,"'11 D.J. Augustin","PG",78,84,52,82,77,50,35,1500,2500,NA
"751",NA,"'13 Larry Sanders","C",78,46,67,42,71,78,85,3000,2700,NA
"752",NA,"'11 Michael Beasley","SF",78,79,68,57,71,55,61,3000,2500,NA
"753",NA,"George Hill","PG",78,77,59,81,78,63,48,2000,1900,2700
"754",NA,"Eric Gordon","SG",78,81,61,63,79,63,34,3000,2100,1300
"755",NA,"Manu Ginobili","SG",78,75,61,76,72,68,48,1800,1500,2400
"756",NA,"Reggie Jackson","PG",78,76,59,82,81,57,53,2000,1600,1300
"757",NA,"Marcin Gortat","C",78,57,69,46,74,70,78,1600,1200,2500
"758",NA,"Paul Pierce","SF",78,81,66,56,70,65,53,2200,1500,1300
"759",NA,"Tony Allen","SG",78,61,62,56,78,86,55,2000,1200,1900
"760",NA,"Luol Deng","SF",78,73,64,55,73,73,56,1900,1100,3000
"761",NA,"Deron Williams","PG",78,77,62,85,78,62,40,2000,1100,1600
"762",NA,"Karl-Anthony Towns","C",78,63,71,56,73,69,80,2400,2200,2000
"763",NA,"'01 Horace Grant","PF",78,68,71,42,67,75,72,NA,3000,NA
"764",NA,"'00 Doug Christie","SG",78,77,59,75,74,68,50,NA,3500,NA
"765",NA,"'89 Bill Laimbeer","C",78,82,65,51,63,74,80,NA,4000,NA
"766",NA,"'90 John Williams","PF",78,55,74,51,68,66,64,NA,1200,NA
"767",NA,"'86 Doc Rivers","PG",78,65,60,88,76,73,41,NA,2200,NA
"768",NA,"Markieff Morris","PF",78,80,74,48,73,66,60,2000,1200,2900
"769",NA,"Zach Lavine (Dynamic)","PG",78,78,66,74,80,53,47,NA,5000,9200
"770",NA,"Bismack Biyombo (Dynamic)","C",78,44,65,41,74,72,90,NA,2000,10000
"771",NA,"Ryan Anderson (Dynamic)","PF",78,86,73,47,58,60,63,NA,5000,20000
"772",NA,"Kentavious Caldwell-Pope (Dynamic)","SG",78,80,62,67,79,64,41,NA,5500,23000
"773",NA,"Michael Beasley (Dynamic)","PF",78,82,73,50,75,56,74,NA,NA,NA
"774",NA,"Deron Williams (Dynamic)","PG",78,77,63,84,78,62,38,NA,3000,17000
"775",NA,"Wesley Matthews (Dynamic)","SG",78,78,67,67,76,69,38,NA,4500,92000
"776",NA,"Evan Fournier (Dynamic)","SG",78,80,60,68,72,60,38,NA,2200,NA
"777",NA,"Alec Burks (Dynamic)","SG",78,75,64,71,76,62,46,NA,5000,15000
"778",NA,"Robin Lopez (Dynamic)","C",78,64,74,43,63,68,75,NA,2000,7100
"779",NA,"Evan Turner (Dynamic)","SF",78,76,64,76,76,64,58,NA,1500,15000
"780",NA,"Tony Allen (Dynamic)","SG",78,62,59,55,78,85,56,NA,4000,18000
"781",NA,"Tristan Thompson (Dynamic)","PF",78,53,74,43,75,67,87,NA,4000,20000
"782",NA,"Jabari Parker (Dynamic)","SF",78,75,79,60,78,64,55,NA,3000,10000
"783",NA,"Louis Williams (Dynamic)","SG",78,79,58,74,69,57,37,NA,3500,30000
"784",NA,"Monta Ellis (Dynamic)","SG",78,77,65,74,75,62,40,NA,3800,29900
"785",NA,"Jahlil Okafor (Dynamic)","C",78,59,79,50,73,57,68,NA,2000,30000
"786",NA,"Joakim Noah (Dynamic)","C",77,41,54,57,72,78,87,NA,3200,16000
"787",NA,"J.R. Smith (Dynamic)","SG",77,80,59,67,77,65,42,NA,7000,10000
"788",NA,"Amir Johnson (Dynamic)","PF",77,66,72,45,72,68,79,NA,2000,5500
"789",NA,"Jared Sullinger (Dynamic)","PF",77,71,70,61,71,64,82,NA,1500,6800
"790",NA,"Marvin Williams (Dynamic)","PF",77,79,72,55,69,61,70,NA,4500,18000
"791",NA,"Aaron Gordon (Dynamic)","PF",77,70,73,48,79,69,76,NA,2000,NA
"792",NA,"J.J. Barea (Dynamic)","PG",77,82,53,79,73,50,41,NA,2800,6000
"793",NA,"D'Angelo Russell (Dynamic)","PG",77,77,61,79,76,57,49,NA,5800,33000
"794",NA,"Jordan Clarkson (Dynamic)","PG",77,79,62,74,79,54,42,NA,7000,9000
"795",NA,"Wilson Chandler (Dynamic)","SF",77,72,68,57,76,68,61,NA,4500,7400
"796",NA,"Nikola Jokic (Dynamic)","PF",77,74,70,44,68,58,81,NA,10000,5000
"797",NA,"'98 Rick Fox","SF",77,69,64,70,79,74,48,NA,1200,NA
"798",NA,"Eric Gordon (Dynamic)","SG",77,82,62,59,79,64,32,NA,2700,15000
"799",NA,"T.J. Warren (Dynamic)","SF",77,83,67,55,71,59,54,NA,4000,7800
"800",NA,"David West (Dynamic)","PF",77,74,71,51,61,65,66,NA,4500,7000
"801",NA,"Gorgui Dieng (Dynamic)","C",77,70,72,42,72,69,74,NA,2000,7400
"802",NA,"Mason Plumlee (Dynamic)","C",77,57,71,58,73,69,80,NA,3500,9000
"803",NA,"Nikola Pekovic (Dynamic)","C",77,55,71,42,69,64,79,NA,3000,11700
"804",NA,"Andrew Bogut (Dynamic)","C",77,42,65,52,63,75,83,NA,5000,19000
"805",NA,"Harrison Barnes (Dynamic)","SF",77,73,67,58,82,63,56,NA,9000,32000
"806",NA,"Otto Porter (Dynamic)","SF",77,82,64,57,71,64,58,NA,3000,1900
"807",NA,"'86 Danny Ainge","SG",77,82,53,78,68,61,38,NA,1000,NA
"808",NA,"'85 Bobby Jones","SF",77,59,70,64,65,79,61,NA,1200,1300
"809",NA,"'98 Sean Elliott","SF",77,76,65,55,68,74,46,NA,2000,NA
"810",NA,"'93 Muggsy Bogues","PG",77,76,48,89,81,56,41,NA,2000,NA
"811",NA,"'06 Antoine Walker","SF",77,76,67,58,71,65,59,NA,2000,NA
"812",NA,"'95 Dennis Scott","SF",77,84,63,59,72,64,41,NA,4000,NA
"813",NA,"'72 Bill Bradley","SF",77,77,61,73,75,70,35,NA,2000,NA
"814",NA,"'01 Rick Fox","SF",77,69,63,71,79,75,48,NA,4000,NA
"815",NA,"Nikola Pekovic","C",77,55,69,39,69,64,79,1500,1100,1500
"816",NA,"Ricky Rubio","PG",77,73,51,87,68,66,54,1300,1000,1300
"817",NA,"Andre Iguodala","SF",77,65,62,75,78,80,42,3000,1800,2300
"818",NA,"Jeff Green","SF",77,74,74,49,76,70,48,1600,1200,2200
"819",NA,"Trevor Ariza","SF",77,72,61,61,75,75,55,4500,1500,3200
"820",NA,"Harrison Barnes","SF",77,75,65,57,82,63,61,3400,2200,2800
"821",NA,"Rajon Rondo","PG",77,60,53,87,79,71,56,2300,1500,2000
"822",NA,"Timofey Mozgov","C",77,63,70,37,66,71,77,1500,1100,1700
"823",NA,"Tristan Thompson","PF",77,54,72,42,75,68,80,2400,2000,2200
"824",NA,"Andrew Bogut","C",77,41,66,50,63,74,83,2600,1700,2000
"825",NA,"Jahlil Okafor","C",77,51,75,54,72,59,80,1000,1000,1000
"826",NA,"Nerlens Noel","C",77,52,70,45,74,77,76,1800,1000,1500
"827",NA,"Jabari Parker","SF",77,72,72,60,77,64,64,1700,1400,1900
"828",NA,"Michael Carter-Williams","PG",77,67,64,83,74,72,59,1500,1000,2000
"829",NA,"Jared Sullinger","PF",77,75,69,59,69,64,77,1600,1000,3000
"830",NA,"Avery Bradley","SG",77,76,54,61,76,75,38,1600,1000,1500
"831",NA,"Danny Green","SG",77,75,59,64,75,73,47,2200,1500,1500
"832",NA,"David West","PF",77,70,74,54,63,68,69,1400,1200,2000
"833",NA,"Wilson Chandler","SF",77,72,68,57,76,68,61,1600,1100,2000
"834",NA,"Michael Kidd-Gilchrist","SF",77,56,63,58,79,77,74,1400,1200,1400
"835",NA,"Nicolas Batum","SF",77,71,63,64,75,73,52,1200,1000,1300
"836",NA,"D'Angelo Russell","PG",77,75,59,80,76,60,55,4000,2000,3100
"837",NA,"Roy Hibbert","C",77,53,66,41,61,73,71,1400,1300,2500
"838",NA,"'01 Aaron McKie","PG",77,79,65,78,75,66,45,1000,900,NA
"839",NA,"'94 Laphonso Ellis","PF",77,70,74,51,75,72,72,NA,NA,NA
"840",NA,"'91 Kevin Duckworth","C",77,69,71,35,57,63,69,NA,NA,NA
"841",NA,"'89 Horace Grant","PF",77,65,71,43,71,70,73,NA,NA,NA
"842",NA,"'09 Boris Diaw","PF",77,79,71,75,73,66,59,1400,3800,NA
"843",NA,"'98 Toni Kukoc","SF",77,80,67,68,64,58,53,NA,NA,NA
"844",NA,"'13 Eric Bledsoe","PG",77,68,59,73,84,71,53,1600,2500,NA
"845",NA,"'00 Cedric Ceballos","SF",77,76,68,50,78,66,63,NA,2000,NA
"846",NA,"'91 Drazen Petrovic","SG",77,88,58,62,69,54,41,NA,5000,NA
"847",NA,"Derrick Williams","SF",77,78,70,53,76,58,72,1000,1200,NA
"848",NA,"'15 Marreese Speights","C",77,73,72,44,71,58,76,NA,NA,NA
"849",NA,"'12 Shannon Brown","SG",77,80,66,57,82,61,46,3500,3500,NA
"850",NA,"'14 Patrick Mills","PG",77,84,51,77,76,55,38,NA,NA,NA
"851",NA,"'13 Glen Davis","PF",77,60,72,47,66,68,70,1500,2000,NA
"852",NA,"'04 Tayshaun Prince","SF",77,76,62,54,73,73,54,NA,NA,NA
"853",NA,"'89 Manute Bol","C",77,58,68,32,50,77,72,NA,NA,NA
"854",NA,"'65 Dick Barnett","SG",77,76,69,65,76,66,55,NA,NA,NA
"855",NA,"'98 Rodney Rogers","PF",76,79,77,54,74,63,63,NA,NA,NA
"856",NA,"'09 Michael Finley","SF",76,81,63,59,70,61,59,NA,NA,NA
"857",NA,"'00 Shandon Anderson","SF",76,74,61,53,77,69,48,NA,NA,NA
"858",NA,"'91 Byron Scott","SG",76,81,62,56,76,64,39,NA,NA,NA
"859",NA,"'13 Al-Farouq Aminu","SF",76,58,65,54,76,68,73,1700,1500,NA
"860",NA,"95 Charles Oakley","PF",76,71,59,44,67,74,83,NA,NA,NA
"861",NA,"'97 Antonio Davis","C",76,57,74,44,71,70,77,NA,NA,NA
"862",NA,"'02 Jon Barry","SG",76,90,53,69,67,48,37,NA,NA,NA
"863",NA,"'91 Vlade Divac","C",76,68,65,39,65,67,79,NA,NA,NA
"864",NA,"'08 Brendan Haywood","C",76,50,67,38,62,64,81,1400,1900,NA
"865",NA,"'08 Francisco Garcia","SF",76,82,57,46,70,69,48,2000,3000,NA
"866",NA,"'10 Shannon Brown","SG",76,77,62,49,83,65,37,NA,NA,NA
"867",NA,"'13 Chris Andersen","C",76,54,59,39,68,77,79,NA,NA,NA
"868",NA,"'06 Gary Payton","PG",76,74,59,77,70,71,40,NA,1800,NA
"869",NA,"'91 Buck Williams","PF",76,59,67,31,71,69,81,NA,1100,NA
"870",NA,"'71 Elgin Baylor","SF",76,71,67,63,66,67,76,NA,1200,NA
"871",NA,"'07 Raymond Felton","PG",76,77,53,82,78,61,41,1300,1400,NA
"872",NA,"C.J. McCollum","SG",76,82,58,66,73,51,37,1000,1000,NA
"873",NA,"Evan Fournier","SG",76,81,58,67,70,55,39,1000,1000,NA
"874",NA,"'90 Rex Chapman","SG",76,77,62,67,79,61,46,NA,NA,NA
"875",NA,"'94 Vernon Maxwell","SG",76,75,57,73,75,61,38,NA,NA,NA
"876",NA,"'65 Tom Heinsohn","PF",76,78,67,58,73,71,71,NA,NA,NA
"877",NA,"'13 Ramon Sessions","PG",76,76,58,80,76,57,42,1300,1500,NA
"878",NA,"'89 Vinnie Johnson","SG",76,76,56,74,76,66,45,NA,NA,NA
"879",NA,"'94 Kenny Smith","PG",76,84,56,73,72,60,32,NA,NA,NA
"880",NA,"'11 Samuel Dalembert","C",76,58,65,38,64,70,84,1500,1500,NA
"881",NA,"Elfrid Payton","PG",76,66,53,82,78,67,51,1500,1000,NA
"882",NA,"Alec Burks","SG",76,73,63,72,76,58,46,1400,1000,1300
"883",NA,"Dennis Schroder","PG",76,75,54,79,80,60,37,4400,4000,5000
"884",NA,"Tiago Splitter","C",76,49,71,42,69,72,73,1200,1000,1700
"885",NA,"Amar'e Stoudemire","C",76,63,74,48,71,61,76,1400,1200,1800
"886",NA,"Danilo Gallinari","SF",76,80,65,59,66,58,52,1300,1400,2900
"887",NA,"Rodney Stuckey","SG",76,76,63,66,76,59,43,1400,900,1500
"888",NA,"Omer Asik","C",76,45,63,38,65,66,87,1300,1000,2200
"889",NA,"Ryan Anderson","PF",76,84,71,47,58,58,60,1500,1200,1500
"890",NA,"Larry Sanders","C",76,44,65,40,70,75,84,1700,1500,NA
"891",NA,"Corey Brewer","SF",76,71,62,56,74,72,48,4800,1200,2800
"892",NA,"Jae Crowder","SF",76,75,66,63,80,65,57,1200,1000,1900
"893",NA,"Tyler Zeller","C",76,62,71,43,65,59,75,1000,900,1400
"894",NA,"David Lee","PF",76,58,71,55,73,65,78,1400,1100,1500
"895",NA,"Joel Embiid","C",76,46,68,36,69,67,81,1200,1100,1400
"896",NA,"Nikola Mirotic","PF",76,78,69,57,74,67,70,2200,1100,5000
"897",NA,"Gerald Green","SG",76,76,69,55,78,58,46,4000,5500,2000
"898",NA,"J.R. Smith","SG",76,78,58,71,75,64,43,3000,2500,1500
"899",NA,"Patrick Beverley","PG",76,68,50,77,78,72,47,4100,1400,4500
"900",NA,"Anderson Varejao","C",76,62,68,49,66,70,75,1300,1100,1500
"901",NA,"Taj Gibson","PF",76,54,72,39,73,74,66,1500,1200,2200
"902",NA,"Nene","PF",76,57,74,48,71,62,61,1600,1200,NA
"903",NA,"Mo Williams","PG",76,81,55,78,72,52,37,1600,1100,1700
"904",NA,"'04 Wally Szczerbiak","SF",76,86,54,62,67,57,45,NA,4000,NA
"905",NA,"'01 Eric Snow","PG",76,70,63,80,73,69,41,NA,2500,NA
"906",NA,"'06 Jason Williams","PG",76,70,50,91,68,63,41,NA,4000,NA
"907",NA,"'06 Alonzo Mourning","C",76,59,73,48,61,72,77,NA,2000,NA
"908",NA,"'00 Antonio Davis","C",76,58,71,45,70,69,79,NA,3000,NA
"909",NA,"Marreese Speights","C",76,71,71,44,71,58,76,2200,1500,2700
"910",NA,"Mason Plumlee","C",76,47,72,39,73,69,80,1400,1200,2000
"911",NA,"Ed Davis","PF",76,46,69,43,73,65,80,1400,1200,1300
"912",NA,"Chris Kaman","C",76,62,68,38,57,61,81,1300,1050,1150
"913",NA,"Nene (Dynamic)","C",76,53,76,50,71,64,68,NA,3100,NA
"914",NA,"Shaun Livingston (Dynamic)","PG",76,73,73,82,70,67,45,NA,2500,7000
"915",NA,"Festus Ezeli (Dynamic)","C",76,46,66,37,72,64,85,NA,5000,9900
"916",NA,"Ed Davis (Dynamic)","PF",76,48,70,43,73,65,85,NA,2000,7000
"917",NA,"Boban Marjanovic (Dynamic)","C",76,48,67,37,52,62,89,NA,10000,7000
"918",NA,"Markieff Morris (Dynamic)","PF",76,73,71,49,73,66,63,NA,2000,7500
"919",NA,"Mirza Teletovic (Dynamic)","PF",76,82,74,53,67,60,62,NA,6000,8800
"920",NA,"Cory Joseph (Dynamic)","PG",76,76,53,79,71,71,43,NA,3000,8000
"921",NA,"Patrick Patterson (Dynamic)","PF",76,73,69,41,73,71,57,NA,3000,9500
"922",NA,"Danny Green (Dynamic)","SG",76,75,57,64,75,73,46,NA,3500,8500
"923",NA,"Trevor Ariza (Dynamic)","SF",76,69,61,60,75,75,52,NA,4000,13500
"924",NA,"Patrick Beverley (Dynamic)","PG",76,69,50,73,78,73,45,NA,3600,8000
"925",NA,"Myles Turner (Dynamic)","C",76,65,71,41,70,68,70,NA,4500,10000
"926",NA,"Ian Mahinmi (Dynamic)","C",76,52,71,42,68,72,76,NA,2200,20000
"927",NA,"DeMarre Carroll (Dynamic)","SF",76,70,61,54,74,74,55,NA,7500,14000
"928",NA,"Marcus Morris (Dynamic)","SF",76,79,66,45,74,64,53,NA,2000,15000
"929",NA,"Ish Smith (Dynamic)","PG",76,70,52,86,76,57,45,NA,1300,NA
"930",NA,"Gary Harris (Dynamic)","SG",76,80,59,57,75,64,40,NA,5000,4900
"931",NA,"George Hill (Dynamic)","PG",76,77,58,77,78,62,46,NA,4000,15000
"932",NA,"Joe Johnson (Dynamic)","SF",76,75,64,66,75,57,44,NA,2700,6900
"933",NA,"Jarrett Jack (Dynamic)","PG",76,79,54,79,73,57,41,NA,1900,12000
"934",NA,"Julius Randle (Dynamic)","PF",76,63,73,58,79,58,83,NA,4000,18000
"935",NA,"Zaza Pachulia (Dynamic)","C",76,53,68,42,59,70,86,NA,2100,20000
"936",NA,"Raymond Felton (Dynamic)","PG",76,80,58,77,74,57,48,NA,2000,7000
"937",NA,"Kyle Korver (Dynamic)","SG",76,85,54,69,65,61,45,NA,4000,12500
"938",NA,"Jeremy Lin (Dynamic)","PG",76,77,57,74,75,63,42,NA,3200,13000
"939",NA,"Cody Zeller (Dynamic)","PF",76,57,72,42,78,65,73,NA,3000,11000
"940",NA,"Jeremy Lamb (Dynamic)","SG",76,76,64,68,73,60,59,NA,2500,9000
"941",NA,"Kent Bazemore (Dynamic)","SG",76,79,61,62,80,65,57,NA,2500,9000
"942",NA,"Amar'e Stoudemire (Dynamic)","C",76,67,72,48,69,63,79,NA,3000,10000
"943",NA,"Justise Winslow (Dynamic)","SF",76,61,63,59,78,72,61,NA,3000,8000
"944",NA,"Mario Chalmers (Dynamic)","PG",76,75,56,77,76,72,41,NA,4000,9400
"945",NA,"Jeff Green (Dynamic)","SF",76,71,71,50,76,70,51,NA,2200,10000
