"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"675",NA,"Pau Gasol","C",90,76,82,65,72,77,88,NA,NA,NA
"676",NA,"Kobe Bryant","SG",90,90,72,78,82,72,60,NA,NA,NA
"677",NA,"Tyreke Evans","SF",90,89,70,93,86,73,60,NA,NA,NA
"678",NA,"Marc Gasol","C",90,84,86,58,76,87,91,NA,NA,NA
"679",NA,"Elton Brand","C",90,70,86,52,78,78,91,NA,NA,NA
"680",NA,"Caron Butler","SF",90,87,73,78,80,68,44,NA,NA,NA
"681",NA,"Rashard Lewis","PF",90,93,78,77,85,74,58,NA,NA,NA
"682",NA,"Jason Richardson","SG",90,89,86,81,88,81,74,NA,NA,NA
"683",NA,"Glen Rice","SF",90,92,73,66,80,71,57,NA,NA,NA
"684",NA,"Dennis Rodman","PF",90,58,73,57,84,85,96,NA,NA,NA
"685",NA,"David West","PF",90,72,78,61,72,77,87,NA,NA,NA
"686",NA,"Kyle Korver","SG",90,95,68,77,80,75,67,NA,NA,NA
"687",NA,"John Collins","PF",89,69,77,50,79,67,94,NA,NA,NA
"688",NA,"Andre Drummond","C",89,43,80,62,75,78,97,NA,NA,NA
"689",NA,"Hassan Whiteside","C",89,60,75,44,75,77,95,NA,NA,NA
"690",NA,"Kemba Walker","PG",89,88,57,89,83,66,43,NA,NA,NA
"691",NA,"Aaron Gordon","PF",89,84,86,55,78,70,86,NA,NA,NA
"692",NA,"John Wall","PG",89,77,65,91,88,77,46,NA,NA,NA
"693",NA,"Louis Williams","SG",89,95,61,87,74,59,38,NA,NA,NA
"694",NA,"Mike Conley","PG",89,87,55,86,82,72,37,NA,NA,NA
"695",NA,"De'Aaron Fox","PG",89,83,61,84,84,72,36,NA,NA,NA
"696",NA,"Lebron James","SF",89,81,79,91,90,87,61,NA,NA,NA
"697",NA,"Kevin Durant","SF",89,91,79,78,79,79,62,NA,NA,NA
"698",NA,"Devin Booker","SG",89,91,58,81,73,60,50,NA,NA,NA
"699",NA,"Donovan Mitchell","SG",89,87,71,70,86,72,47,NA,NA,NA
"700",NA,"Kristaps Porzingis","PF",89,84,82,47,76,74,69,NA,NA,NA
"701",NA,"D'Angelo Russell","PG",89,88,68,86,78,62,52,NA,NA,NA
"702",NA,"Kawhi Leonard","SF",89,85,77,77,85,89,66,NA,NA,NA
"703",NA,"Giannis Antetokounmpo","SF",89,77,82,82,88,83,80,NA,NA,NA
"704",NA,"Kevin Love","PF",89,85,84,59,73,69,93,NA,NA,NA
"705",NA,"Lauri Markkanen","PF",89,91,85,56,64,56,71,NA,NA,NA
"706",NA,"Victor Oladipo","SG",89,88,66,77,82,73,47,NA,NA,NA
"707",NA,"Joel Embiid","C",89,75,84,49,78,76,83,NA,NA,NA
"708",NA,"Kyrie Irving","PG",89,94,65,89,83,67,43,NA,NA,NA
"709",NA,"Bryant Reeves","C",89,68,83,68,77,75,91,NA,NA,NA
"710",NA,"Russell Westbrook","PG",89,78,71,86,89,76,76,NA,NA,NA
"711",NA,"Kevin Durant","SF",89,86,74,69,72,70,54,NA,NA,NA
"712",NA,"James Harden","SG",89,84,74,86,84,63,60,NA,NA,NA
"713",NA,"Hakeem Olajuwon","C",89,62,79,54,75,78,86,NA,NA,NA
"714",NA,"Larry Bird","SF",89,87,68,71,82,73,86,NA,NA,NA
"715",NA,"Karl-Anthony Towns","C",89,83,84,58,79,67,85,NA,NA,NA
"716",NA,"Chris Paul","PG",89,87,60,89,79,79,47,NA,NA,NA
"717",NA,"Joel Embiid","C",89,71,83,45,76,76,84,NA,NA,NA
"718",NA,"Demarcus Cousins","C",89,76,86,68,79,73,87,NA,NA,NA
"719",NA,"Nikola Jokic","C",89,79,79,79,75,65,86,NA,NA,NA
"720",NA,"Damian Lillard","PG",89,86,64,86,86,63,51,NA,NA,NA
"721",NA,"Russell Westbrook","PG",89,82,75,92,94,77,74,NA,NA,NA
"722",NA,"Harrison Barnes","SF",89,85,74,67,81,67,63,NA,NA,NA
"723",NA,"Deandre Jordan","C",89,45,76,38,78,79,97,NA,NA,NA
"724",NA,"Karl-Anthony Towns","C",89,80,83,60,80,74,85,NA,NA,NA
"725",NA,"Anthony Davis","PF",89,78,89,60,86,84,82,NA,NA,NA
"726",NA,"Greg Oden","C",89,60,86,30,79,84,90,NA,NA,NA
"727",NA,"Eddie Jones","SG",89,86,72,71,82,83,41,NA,NA,NA
"728",NA,"Hersey Hawkins","SG",89,90,63,78,78,70,45,NA,NA,NA
"729",NA,"James Harden","SG",89,89,80,94,90,70,56,NA,NA,NA
"730",NA,"Demar Derozan","SG",89,84,80,77,84,68,49,NA,NA,NA
"731",NA,"Richard Hamilton","SG",89,89,66,76,77,77,42,NA,NA,NA
"732",NA,"Elton Brand","C",89,69,88,52,74,78,93,NA,NA,NA
"733",NA,"Michael Jordan","SG",89,72,79,76,86,81,47,NA,NA,NA
"734",NA,"Julius Erving","SF",89,74,84,77,86,79,72,NA,NA,NA
"735",NA,"Morris Peterson","SG",89,90,74,74,85,80,58,NA,NA,NA
"736",NA,"Mahmoud Abdul-Rauf","PG",89,92,66,81,84,65,41,NA,NA,NA
"737",NA,"Bobby Jones","SF",89,61,74,62,80,92,92,NA,NA,NA
"738",NA,"Rolando Blackman","SG",89,88,71,76,85,71,49,NA,NA,NA
"739",NA,"James Donaldson","C",89,52,82,52,72,82,93,NA,NA,NA
"740",NA,"Jeremy Lin","PG",89,87,68,88,85,76,52,NA,NA,NA
"741",NA,"Amar'e Stoudemire","PF",89,72,88,56,81,72,82,NA,NA,NA
"742",NA,"Stephen Jackson","SF",89,88,77,80,79,77,59,NA,NA,NA
"743",NA,"Sam Cassell","PG",89,88,63,88,81,74,44,NA,NA,NA
"744",NA,"Darius Miles","SF",89,82,84,61,90,79,70,NA,NA,NA
"745",NA,"Vlade Divac","C",89,77,84,72,66,76,94,NA,NA,NA
"746",NA,"Reggie Theus","PG",89,84,83,92,85,73,50,NA,NA,NA
"747",NA,"Kareem Abdul-Jabbar","C",89,58,84,62,81,83,83,NA,NA,NA
"748",NA,"Elgin Baylor","SF",89,82,81,78,87,78,85,NA,NA,NA
"749",NA,"A.C Green","PF",89,74,77,53,80,90,85,NA,NA,NA
"750",NA,"Terry Cummings","PF",89,75,83,65,80,80,88,NA,NA,NA
"751",NA,"Vin Baker","PF",89,81,85,68,75,75,89,NA,NA,NA
"752",NA,"Antoine Walker","PF",89,82,82,72,85,79,81,NA,NA,NA
"753",NA,"Detlef Schrempf","SF",89,87,75,71,69,70,70,NA,NA,NA
"754",NA,"Bill Laimbeer","C",89,81,74,53,68,82,90,NA,NA,NA
"755",NA,"Dave DeBusschere","PF",89,76,70,76,78,88,91,NA,NA,NA
"756",NA,"Al Harrington","PF",89,89,82,73,82,76,84,NA,NA,NA
"757",NA,"Michael Beasley","PF",89,86,87,63,80,66,85,NA,NA,NA
"758",NA,"Corey Maggette","SF",89,88,76,73,85,74,53,NA,NA,NA
"759",NA,"Doc Rivers","PG",89,83,66,94,85,84,44,NA,NA,NA
"760",NA,"Bruce Bowen","SF",89,82,62,68,82,91,46,NA,NA,NA
"761",NA,"Tim Duncan","PF",89,57,80,52,69,77,86,NA,NA,NA
"762",NA,"Brandon Roy","SG",89,84,77,81,81,77,55,NA,NA,NA
"763",NA,"Brandon Roy","SG",89,84,77,81,81,77,55,NA,NA,NA
"764",NA,"Dominique Wilkins","SF",89,74,81,67,86,78,65,NA,NA,NA
"765",NA,"Campy Russell","SF",89,87,70,76,77,75,62,NA,NA,NA
"766",NA,"Michael Ray Richardson","PG",89,75,67,93,88,90,58,NA,NA,NA
"767",NA,"Leandro Barbosa","SG",89,90,54,80,81,63,42,NA,NA,NA
"768",NA,"Gordon Hayward","SF",89,84,67,85,79,70,79,NA,NA,NA
"769",NA,"Tom Chambers","PF",89,81,89,59,81,73,90,NA,NA,NA
"770",NA,"Darryl Dawkins","C",89,58,87,42,76,75,91,NA,NA,NA
"771",NA,"Penny Hardaway","PG",89,86,79,90,86,77,64,NA,NA,NA
"772",NA,"Jrue Holiday","SG",89,78,61,96,77,84,43,NA,NA,NA
"773",NA,"Wilt Chamberlain","C",89,61,86,56,78,81,89,NA,NA,NA
"774",NA,"Kerry Kittles","SG",89,88,74,69,84,77,44,NA,NA,NA
"775",NA,"Derrick Rose","PG",89,77,74,88,89,61,49,NA,NA,NA
"776",NA,"Sleepy Floyd","PG",89,87,64,94,81,66,30,NA,NA,NA
"777",NA,"Deandre Ayton","C",89,73,77,60,78,78,93,NA,NA,NA
"778",NA,"Gilbert Arenas","PG",89,83,74,84,89,76,48,NA,NA,NA
"779",NA,"Reggie Lewis","SG",89,87,81,79,84,78,52,NA,NA,NA
"780",NA,"Dennis Johnson","PG",89,75,65,86,87,89,43,NA,NA,NA
"781",NA,"Rony Seikaly","C",89,70,82,55,76,78,94,NA,NA,NA
"782",NA,"Ray Allen","SG",89,92,68,77,80,73,44,NA,NA,NA
"783",NA,"Derrick White","PG",89,85,59,92,82,87,52,NA,NA,NA
"784",NA,"Toni Kukoc","SF",89,89,80,86,69,65,75,NA,NA,NA
"785",NA,"Joakim Noah","C",89,54,70,61,76,88,94,NA,NA,NA
"786",NA,"Rex Chapman","SG",89,92,74,82,85,71,53,NA,NA,NA
"787",NA,"Thurl Bailey","PF",89,81,87,73,85,81,80,NA,NA,NA
"788",NA,"George McGinnis","PF",89,69,85,67,79,78,88,NA,NA,NA
"789",NA,"Larry Hughes","SG",89,88,67,81,82,82,45,NA,NA,NA
"790",NA,"Dwyane Wade","SG",89,82,73,84,86,78,58,NA,NA,NA
"791",NA,"Montrezl Harrell","C",89,62,89,50,79,80,86,NA,NA,NA
"792",NA,"Damon Jones","PG",89,92,60,84,79,70,46,NA,NA,NA
"793",NA,"Terry Porter","PG",89,89,59,90,82,74,49,NA,NA,NA
"794",NA,"Nick Young","SF",89,89,74,69,78,69,39,NA,NA,NA
"795",NA,"Seth Curry","PG",89,93,57,82,80,70,54,NA,NA,NA
"796",NA,"Mario Hezonja","SF",89,89,71,82,83,82,70,NA,NA,NA
"797",NA,"Delon Wright","PG",89,82,61,97,79,74,75,NA,NA,NA
"798",NA,"Bob Dandridge","SF",89,79,72,73,82,80,77,NA,NA,NA
"799",NA,"Dave Bing","PG",89,84,64,89,88,75,47,NA,NA,NA
"800",NA,"Calvin Murphy","PG",89,92,63,91,92,75,38,NA,NA,NA
"801",NA,"Nate Archibald","PG",89,87,65,89,87,73,27,NA,NA,NA
"802",NA,"Mohamed Bamba","C",89,78,82,42,78,85,92,NA,NA,NA
"803",NA,"Vince Carter","SG",89,85,80,81,82,73,56,NA,NA,NA
"804",NA,"Tony Allen","SG",89,82,70,74,85,90,48,NA,NA,NA
"805",NA,"Matt Barnes","SF",89,84,66,74,85,80,61,NA,NA,NA
"806",NA,"Marcus Smart","SG",89,84,77,84,91,89,63,NA,NA,NA
"807",NA,"Thon Maker","C",89,85,83,52,82,73,85,NA,NA,NA
"808",NA,"Tiago Spliter","C",89,74,84,39,77,79,94,NA,NA,NA
"809",NA,"Isaac Jonathan","SF",89,78,79,62,86,92,78,NA,NA,NA
"810",NA,"Gerald Green","SF",89,88,78,75,81,76,47,NA,NA,NA
"811",NA,"Rodney Hood","SG",89,89,76,72,78,73,56,NA,NA,NA
"812",NA,"Harrison Barnes","SF",89,87,79,67,84,71,58,NA,NA,NA
"813",NA,"Patrick Beverley","PG",89,82,54,96,85,96,57,NA,NA,NA
"814",NA,"Deshawn Stevenson","SG",89,84,70,72,91,93,77,NA,NA,NA
"815",NA,"Steve Kerr","PG",89,96,56,83,80,69,32,NA,NA,NA
"816",NA,"Steve Novak","SF",89,91,71,64,78,73,44,NA,NA,NA
"817",NA,"Collin Sexton","PG",89,94,67,78,88,80,39,NA,NA,NA
"818",NA,"Miles Bridges","SF",89,87,90,80,80,69,48,NA,NA,NA
"819",NA,"Kevin Huerter","SG",89,93,72,76,83,77,56,NA,NA,NA
"820",NA,"Zhaire Smith","SG",89,81,76,76,93,91,46,NA,NA,NA
"821",NA,"George Hill","PG",88,88,66,87,85,75,45,NA,NA,NA
"822",NA,"Shai Gilgeous-Alexander","PG",88,89,74,81,83,76,47,NA,NA,NA
"823",NA,"Kentavious Caldwell-Pope","SG",88,89,63,67,77,79,45,NA,NA,NA
"824",NA,"Evan Turner","SF",88,84,67,90,82,73,80,NA,NA,NA
"825",NA,"Josh Jackson","SF",88,82,79,60,83,83,75,NA,NA,NA
"826",NA,"Ron Harper","PG",88,81,65,86,84,84,49,NA,NA,NA
"827",NA,"Josh Richardson","SF",88,90,65,81,87,74,51,NA,NA,NA
"828",NA,"Dwight Howard","C",88,45,87,39,80,85,93,NA,NA,NA
"829",NA,"Bernard King","SF",88,80,79,78,85,80,60,NA,NA,NA
"830",NA,"Michael Carter-Williams","PG",88,82,69,92,79,80,58,NA,NA,NA
"831",NA,"Dick Van Arsdale","SG",88,90,69,75,82,89,58,NA,NA,NA
"832",NA,"Glen Rice","SF",88,86,75,71,83,76,62,NA,NA,NA
"833",NA,"Mario Hezonja","SF",88,85,66,61,84,90,70,NA,NA,NA
"834",NA,"Elfrid Payton","PG",88,77,60,93,84,72,82,NA,NA,NA
"835",NA,"Clint Capela","C",88,52,80,38,72,73,98,NA,NA,NA
"836",NA,"Tom Heinsohn","PF",88,86,76,74,84,83,81,NA,NA,NA
"837",NA,"Byron Scott","SG",88,89,66,80,81,71,41,NA,NA,NA
"838",NA,"Derek Fisher","PG",88,88,53,90,76,77,50,NA,NA,NA
"839",NA,"Latrell Sprewell","SF",88,85,77,80,81,69,45,NA,NA,NA
"840",NA,"Cuttino Mobley","SG",88,88,65,73,80,75,44,NA,NA,NA
"841",NA,"Emmanuel Mudiay","PG",88,84,64,84,84,74,43,NA,NA,NA
"842",NA,"Buck Williams","PF",88,58,81,36,74,73,92,NA,NA,NA
"843",NA,"Clint Capela","C",88,50,77,39,72,76,97,NA,NA,NA
"844",NA,"Dwyane Wade","SG",88,84,69,86,81,75,54,NA,NA,NA
"845",NA,"Darrell Armstong","PG",88,86,65,90,82,68,40,NA,NA,NA
"846",NA,"Scott Skiles","PG",88,86,57,94,82,69,41,NA,NA,NA
"847",NA,"Yao Ming","C",88,67,78,55,57,73,88,NA,NA,NA
"848",NA,"Spencer Dinwiddie","PG",88,87,65,82,77,62,45,NA,NA,NA
"849",NA,"Julius Randle","PF",88,79,87,75,83,69,86,NA,NA,NA
"850",NA,"Alvan Adams","C",88,67,80,52,74,75,91,NA,NA,NA
"851",NA,"Louis Williams","SG",88,91,60,80,70,52,59,NA,NA,NA
"852",NA,"Bingo Smith","SG",88,89,71,76,81,70,50,NA,NA,NA
"853",NA,"Jarrett Allen","C",88,61,79,36,78,76,94,NA,NA,NA
"854",NA,"Kevin Willis","PF",88,65,84,36,65,69,91,NA,NA,NA
"855",NA,"Brent Barry","SF",88,88,74,72,82,75,56,NA,NA,NA
"856",NA,"Joe Ingles","SF",88,86,62,86,77,78,53,NA,NA,NA
"857",NA,"Mike Conley","PG",88,87,54,89,82,75,37,NA,NA,NA
"858",NA,"Rik Smits","C",88,59,73,49,67,73,86,NA,NA,NA
"859",NA,"Zach Lavine","SG",88,86,80,69,84,77,50,NA,NA,NA
"860",NA,"Shaquille O'Neal","C",88,44,84,59,68,79,91,NA,NA,NA
"861",NA,"Trae Young","PG",88,90,53,92,81,64,44,NA,NA,NA
"862",NA,"Trae Young","PG",88,86,56,94,80,58,42,NA,NA,NA
"863",NA,"Nikola Vucevic","C",88,83,77,77,67,62,93,NA,NA,NA
"864",NA,"Peja Stojakovic","SF",88,87,67,73,77,70,56,NA,NA,NA
"865",NA,"Tyson Chandler","C",88,46,78,43,76,87,93,NA,NA,NA
"866",NA,"Jose Calderon","PG",88,89,55,92,80,69,43,NA,NA,NA
"867",NA,"Muggsy Bogues","PG",88,88,55,93,81,59,41,NA,NA,NA
"868",NA,"Mitch Richmond","SG",88,88,74,76,88,76,60,NA,NA,NA
"869",NA,"Kevin Duckworth","C",88,66,75,35,69,72,90,NA,NA,NA
"870",NA,"Isaiah Rider","SG",88,86,79,73,83,69,50,NA,NA,NA
"871",NA,"Damon Stoudamire","PG",88,88,55,93,82,57,41,NA,NA,NA
"872",NA,"Jerome Kersey","SF",88,80,78,61,84,79,78,NA,NA,NA
"873",NA,"Dan Majerle","SG",88,87,67,73,84,82,52,NA,NA,NA
"874",NA,"Artis Gilmore","C",88,55,76,53,68,80,89,NA,NA,NA
"875",NA,"Rick Barry","SF",88,80,74,74,85,79,77,NA,NA,NA
"876",NA,"David Wesley","SG",88,90,60,76,80,66,40,NA,NA,NA
"877",NA,"Bill Walton","C",88,57,81,65,65,76,89,NA,NA,NA
"878",NA,"Doug Collins","SG",88,89,66,75,74,75,37,NA,NA,NA
"879",NA,"Dennis Rodman","PF",88,57,72,49,80,87,93,NA,NA,NA
"880",NA,"Gail Goodrich","SG",88,88,60,82,79,70,37,NA,NA,NA
"881",NA,"Scottie Pippen","SF",88,76,72,80,81,85,56,NA,NA,NA
"882",NA,"Jimmy Butler","SG",88,79,70,72,81,80,50,NA,NA,NA
"883",NA,"Demar Derozan","SG",88,83,77,74,82,62,45,NA,NA,NA
"884",NA,"Klay Thompson","SG",88,88,66,71,78,76,42,NA,NA,NA
"885",NA,"Damian Lillard","PG",88,86,63,85,85,63,55,NA,NA,NA
"886",NA,"John Wall","PG",88,77,63,88,84,77,55,NA,NA,NA
"887",NA,"Nikola Jokic","C",88,81,82,73,76,67,87,NA,NA,NA
"888",NA,"Grant Hill","SF",88,78,77,76,88,75,62,NA,NA,NA
"889",NA,"Giannis Antetokounmpo","SF",88,71,74,75,81,76,82,NA,NA,NA
"890",NA,"Kristaps Porzingis","PF",88,82,80,43,74,69,85,NA,NA,NA
"891",NA,"Truck Robinson","PF",88,73,81,51,86,76,93,NA,NA,NA
"892",NA,"Karl Malone","PF",88,62,82,66,74,79,82,NA,NA,NA
"893",NA,"Stephon Marbury","SG",88,82,63,85,86,73,44,NA,NA,NA
"894",NA,"Al Jefferson","C",88,64,82,51,68,74,92,NA,NA,NA
"895",NA,"Kyrie Irving","PG",88,88,62,87,83,64,45,NA,NA,NA
"896",NA,"Zach Randolph","PF",88,78,85,48,71,70,91,NA,NA,NA
"897",NA,"Larry Johnson","PF",88,81,81,73,81,72,84,NA,NA,NA
"898",NA,"Gerald Wallace","SF",88,79,71,66,83,87,74,NA,NA,NA
"899",NA,"Victor Oladipo","SG",87,82,62,73,79,81,44,NA,NA,NA
"900",NA,"Lamarcus Aldridge","PF",87,76,79,49,69,69,83,NA,NA,NA
"901",NA,"Paul George","SF",87,79,68,69,80,79,56,NA,NA,NA
"902",NA,"Kristaps Porzingis","PF",87,81,79,43,74,69,78,NA,NA,NA
"903",NA,"Charlie Scott","PG",87,81,77,86,83,75,59,NA,NA,NA
"904",NA,"Gar Heard","PF",87,67,81,40,79,80,88,NA,NA,NA
"905",NA,"Ty Lawson","PG",87,88,56,90,81,64,39,NA,NA,NA
"906",NA,"Kenny Anderson","PG",87,85,63,92,76,66,46,NA,NA,NA
"907",NA,"Joe Ingles","SF",87,86,58,82,76,80,50,NA,NA,NA
"908",NA,"Steven Adams","C",87,47,73,44,71,80,97,NA,NA,NA
"909",NA,"Gary Payton","PG",87,80,64,84,76,83,47,NA,NA,NA
"910",NA,"Malik Beasley","SG",87,89,69,79,81,59,42,NA,NA,NA
"911",NA,"Ivica Zubac","C",87,58,80,45,69,69,93,NA,NA,NA
"912",NA,"Kevin Knox","SF",87,83,78,58,82,72,75,NA,NA,NA
"913",NA,"Pascal Siakam","PF",87,80,84,45,80,79,60,NA,NA,NA
"914",NA,"Shabazz Napier","PG",87,89,57,85,75,61,42,NA,NA,NA
"915",NA,"Eric Gordon","SG",87,83,64,74,83,66,49,NA,NA,NA
"916",NA,"D'Angelo Russell","PG",87,85,60,90,80,63,61,NA,NA,NA
"917",NA,"Marcus Morris","PF",87,85,80,67,82,69,66,NA,NA,NA
"918",NA,"Buddy Hield","SG",87,90,57,64,75,70,51,NA,NA,NA
"919",NA,"Thomas Bryant","C",87,66,82,43,77,69,87,NA,NA,NA
"920",NA,"C.J. Miles","SF",87,90,64,68,74,68,44,NA,NA,NA
"921",NA,"Jalen Brunson","PG",87,88,67,88,83,62,40,NA,NA,NA
"922",NA,"Rod Strickland","PG",87,83,62,94,83,72,38,NA,NA,NA
"923",NA,"Mitchell Robinson","C",87,58,72,42,72,83,92,NA,NA,NA
"924",NA,"Alex Len","C",87,73,80,40,75,74,82,NA,NA,NA
"925",NA,"Jerami Grant","PF",87,82,77,47,82,84,80,NA,NA,NA
"926",NA,"Gheorge Muresan","C",86,55,75,37,56,72,88,NA,NA,NA
"927",NA,"Udonis Haslem","PF",86,65,79,45,69,70,92,NA,NA,NA
"928",NA,"Horace Grant","PF",86,65,78,50,69,81,82,NA,NA,NA
"929",NA,"Danny Ainge","SG",86,91,58,86,72,70,45,NA,NA,NA
"930",NA,"Jamaal Wilkes","SF",86,72,83,75,81,81,75,NA,NA,NA
"931",NA,"Dennis Johnson","PG",86,68,61,81,82,87,39,NA,NA,NA
"932",NA,"Otis Thorpe","PF",86,57,83,41,71,67,90,NA,NA,NA
"933",NA,"Lonzo Ball","PG",86,72,64,92,82,82,80,NA,NA,NA
"934",NA,"Nick Anderson","SG",86,87,67,75,77,71,49,NA,NA,NA
"935",NA,"Steve Francis","PG",86,83,71,82,88,76,55,NA,NA,NA
"936",NA,"Devin Harris","PG",86,80,58,88,80,65,37,NA,NA,NA
"937",NA,"Keith Van Horn","SF",86,88,71,65,65,60,76,NA,NA,NA
"938",NA,"Serge Ibaka","PF",86,76,81,48,77,80,82,NA,NA,NA
"939",NA,"Andre Iguodala","SF",86,77,73,86,85,83,45,NA,NA,NA
"940",NA,"Tracy McGrady","SG",86,85,84,69,81,69,61,NA,NA,NA
"941",NA,"Sarunas Marciulionis","SG",86,82,70,70,88,70,55,NA,NA,NA
"942",NA,"Robert Parish","C",86,52,80,39,67,77,89,NA,NA,NA
"943",NA,"Thaddeus Young","PF",86,71,75,70,75,81,87,NA,NA,NA
"944",NA,"Javale McGee","C",86,48,80,34,73,78,95,NA,NA,NA
"945",NA,"Andre Miller","PG",86,85,64,95,77,64,44,NA,NA,NA
"946",NA,"Manu Ginobili","SG",86,77,65,85,76,72,57,NA,NA,NA
"947",NA,"Spud Webb","PG",86,78,69,90,81,62,46,NA,NA,NA
"948",NA,"Hersey Hawkins","SG",86,87,62,68,79,69,45,NA,NA,NA
"949",NA,"Vinnie Johnson","SG",86,83,61,79,82,69,48,NA,NA,NA
"950",NA,"Larry Hughes","SG",86,84,66,81,82,79,45,NA,NA,NA
"951",NA,"Paul George","SF",86,76,68,69,84,78,56,NA,NA,NA
"952",NA,"Jerry Lucas","PF",86,75,81,57,72,72,81,NA,NA,NA
"953",NA,"John Starks","SG",86,84,61,72,79,73,34,NA,NA,NA
"954",NA,"Derek Harper","PG",86,90,60,89,72,64,34,NA,NA,NA
"955",NA,"Brad Davis","PG",86,87,61,84,80,75,32,NA,NA,NA
"956",NA,"Domantas Sabonis","PF",86,71,87,55,62,60,88,NA,NA,NA
"957",NA,"Brandon Jennings","PG",86,85,61,84,83,69,48,NA,NA,NA
"958",NA,"D'Angelo Russell","PG",86,83,60,84,81,71,58,NA,NA,NA
"959",NA,"Bobby Jackson","PG",86,86,55,85,79,57,47,NA,NA,NA
"960",NA,"Doug Christie","SG",86,85,61,80,76,83,52,NA,NA,NA
"961",NA,"Raef Lafrentz","C",86,82,80,57,66,75,82,NA,NA,NA
"962",NA,"Gordon Hayward","SF",86,81,66,74,79,69,62,NA,NA,NA
"963",NA,"Bradley Beal","SG",86,85,65,77,76,60,44,NA,NA,NA
"964",NA,"Draymond Green","PF",86,69,71,77,82,85,77,NA,NA,NA
"965",NA,"Andre Drummond","C",86,45,79,55,73,76,90,NA,NA,NA
"966",NA,"Giannis Antetokounmpo","SF",86,69,74,69,81,71,82,NA,NA,NA
"967",NA,"Lebron James","SF",86,75,74,78,83,75,63,NA,NA,NA
"968",NA,"Christian Laettner","PF",86,75,77,57,69,73,84,NA,NA,NA
"969",NA,"John Stockton","PG",86,80,50,93,77,77,34,NA,NA,NA
"970",NA,"Carmelo Anthony","SF",86,83,71,69,78,64,51,NA,NA,NA
"971",NA,"Kevin Durant","SF",85,78,70,70,78,69,56,NA,NA,NA
"972",NA,"Chris Webber","PF",85,68,80,63,77,76,80,NA,NA,NA
"973",NA,"Kobe Bryant","SG",85,81,76,78,86,71,60,NA,NA,NA
"974",NA,"Bryon Russell","SF",85,80,65,70,80,79,41,NA,NA,NA
"975",NA,"Kendall Gill","SG",85,80,73,73,81,75,53,NA,NA,NA
"976",NA,"Jason Williams","PG",85,84,53,91,75,63,41,NA,NA,NA
"977",NA,"Tony Allen","SG",85,72,68,66,79,83,48,NA,NA,NA
"978",NA,"Deandre Jordan","C",85,41,77,36,77,78,89,NA,NA,NA
"979",NA,"Rudy Gobert","C",85,45,73,34,66,81,84,NA,NA,NA
"980",NA,"Devin Booker","SG",85,86,60,76,72,59,46,NA,NA,NA
"981",NA,"Ben Simmons","PF",85,58,81,81,84,74,76,NA,NA,NA
"982",NA,"Kemba Walker","PG",85,83,56,84,82,63,39,NA,NA,NA
"983",NA,"Kevin Love","PF",85,75,75,55,70,60,86,NA,NA,NA
"984",NA,"Al Horford","C",85,75,75,67,71,79,72,NA,NA,NA
"985",NA,"Jayson Tatum","SF",85,85,70,65,74,65,52,NA,NA,NA
"986",NA,"Jermaine O'Neal","PF",85,65,75,52,73,68,84,NA,NA,NA
"987",NA,"Manute Bol","C",85,56,73,32,49,79,87,NA,NA,NA
"988",NA,"Mario Elie","SG",85,87,66,75,75,70,49,NA,NA,NA
"989",NA,"Brandon Knight","PG",85,87,55,79,81,60,39,NA,NA,NA
"990",NA,"Gary Trent","C",85,64,77,43,73,69,89,NA,NA,NA
"991",NA,"Scot Pollard","C",85,55,66,45,77,72,90,NA,NA,NA
"992",NA,"Mario Chalmers","PG",85,80,61,84,82,80,46,NA,NA,NA
"993",NA,"Daniel Gibson","PG",85,88,67,83,78,63,41,NA,NA,NA
"994",NA,"Harvey Grant","PF",85,77,78,56,82,77,78,NA,NA,NA
"995",NA,"Jared Jeffries","PF",85,69,68,58,83,85,73,NA,NA,NA
"996",NA,"Mike Dunleavy","SG",85,86,53,80,72,68,35,NA,NA,NA
"997",NA,"Raymond Felton","PG",85,87,60,89,83,68,45,NA,NA,NA
"998",NA,"Shawn Bradley","C",85,55,73,33,50,76,88,NA,NA,NA
"999",NA,"Sam Perkins","PF",85,80,74,46,66,74,85,NA,NA,NA
"1000",NA,"Cedric Ceballos","SF",85,73,81,54,83,70,65,NA,NA,NA
"1001",NA,"Iman Shumpert","SG",85,73,67,80,83,79,54,NA,NA,NA
"1002",NA,"Antoine Carr","PF",85,66,79,58,69,67,86,NA,NA,NA
"1003",NA,"Isaac Austin","PF",85,69,78,56,65,78,80,NA,NA,NA
"1004",NA,"Jon Koncak","C",85,63,69,33,66,74,86,NA,NA,NA
"1005",NA,"Shaun Livingston","PG",85,73,72,85,80,71,43,NA,NA,NA
"1006",NA,"Dee Brown","PG",85,85,73,78,79,64,42,NA,NA,NA
"1007",NA,"Lenny Wilkens","PG",85,85,60,89,77,72,52,NA,NA,NA
"1008",NA,"Walt Frazier","PG",85,73,59,80,83,79,50,NA,NA,NA
"1009",NA,"Luc Longley","C",85,61,73,42,61,72,89,NA,NA,NA
"1010",NA,"Jon McGlockin","SG",85,88,60,71,75,69,51,NA,NA,NA
"1011",NA,"Dennis Schroder","PG",85,85,55,83,80,62,41,NA,NA,NA
"1012",NA,"Julius Randle","PF",85,61,77,85,80,63,90,NA,NA,NA
